tweet_id,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_category,choose_one_category:confidence,choose_one_category_gold,tweet_text
'382814739367084032',879819445,False,finalized,3,2/11/2016 09:32:37,not_related_or_irrelevant,0.6389,,"#Earthquake M 4.9, 18km ESE of Kitaibaraki, Japan: Monday, September 30, 2013 13:37:39 UTCMonday, September 30... http://t.co/1muAwurpyS"
'382814746774626304',879819446,False,finalized,4,2/11/2016 07:34:44,not_related_or_irrelevant,1.0,,"RT @Ali_Abbas_Zaidi: With reasonable men, I will reason; with humane men I will plead;  but to tyrants I will give no quarter - William L Gâ€¦"
'382814766852358145',879819448,False,finalized,3,2/11/2016 08:42:47,donation_needs_or_offers_or_volunteering_services,1.0,,RT @SaqibMohiuddin: Relief Goods to Balochistan Earthquake Victims.. #MQM #KKF #Balochistan #Earthquake http://t.co/JZJ3mSgei2
'382814800163508224',879819449,False,finalized,3,2/11/2016 09:34:23,donation_needs_or_offers_or_volunteering_services,1.0,,RT @kkfpk: #KKF Have Dispatched Three Trucks Loaded with Relief Goods for #Baluchistan #Earthquake Victims #ReliefByKKF http://t.co/rFDBmqXâ€¦
'382814827439071232',879819452,False,finalized,3,2/11/2016 08:02:03,not_related_or_irrelevant,0.6857,,"It is hilarious and the joke is on #Pakistan when their PM said #Indian Prime Minister acting like a ""Dehate women"". 1/2"
'382814901263015937',879819458,False,finalized,3,2/11/2016 09:27:27,not_related_or_irrelevant,0.6444,,Please read http://t.co/skT6TkgwNs #LoadShedding has many benefits #Pakistan #ElectricityShortages #IMCWF
'382814938156105729',879819460,False,finalized,3,2/11/2016 07:40:26,donation_needs_or_offers_or_volunteering_services,1.0,,#KKF Relief  activities For #Balochistan Earthquake Victims #ReliefByKKF #MQM http://t.co/sgtGmhZvGp
'382814938890129409',879819461,False,finalized,3,2/11/2016 07:45:39,not_related_or_irrelevant,1.0,,It is due to the #FailedSystem that we ourselves have failed. Failed to implement the #Pakistan that Qaid-e-Azam wanted.
'382814939666083841',879819462,False,finalized,3,2/11/2016 09:52:13,not_related_or_irrelevant,1.0,,The TTP did not attack IDPs / #EarthQuake victims or their Rescue teams unlike the #BLA. #JustSaying
'382814978098483200',879819468,False,finalized,3,2/11/2016 07:34:44,not_related_or_irrelevant,0.6765,,RT @WakeUpMessage: You didn't believe the new Island rising due to the #earthquake? Watch this before it gets removed :) http://t.co/3buqd4â€¦
'382814998864478208',879819471,False,finalized,3,2/11/2016 07:40:12,donation_needs_or_offers_or_volunteering_services,1.0,,"RT @AnasMallick: Pakistan Army providing MREs(Meal Ready to Eat packs) to #Earthquake victims in Kheich, Turbat, Balochistan. http://t.co/3â€¦"
'382815045748400128',879819474,False,finalized,3,2/11/2016 07:55:23,not_related_or_irrelevant,1.0,,"RT @allaboutmqm: TalkShow: @HaiderRizviMQM in Part-1 GEO Aman Ki Asha Special Program on #Pakistan, #India relationship #MQM http://t.co/wSâ€¦"
'382815055781588992',879819476,False,finalized,4,2/11/2016 09:17:33,donation_needs_or_offers_or_volunteering_services,0.5,,RT @CA_global: At 1:13:15 Christian Aid speaks about the difficulties in delivering aid following the #Pakistan quake: http://t.co/yHfQd4bFâ€¦
'382815104850329600',879819479,False,finalized,3,2/11/2016 07:55:51,not_related_or_irrelevant,0.3529,,"#Pakistan #News Mumbai building collapse: 61 dead, rescue operations called off http://t.co/gEEu4CJUWE"
'382815134047272960',879819481,False,finalized,3,2/11/2016 09:07:41,donation_needs_or_offers_or_volunteering_services,0.3714,,"Relief workers, security officials attacked with #guns, #rockets while trying to reach #Pakistan #earthquake victims http://t.co/1OcLrEKtBb"""
'382815139994415104',879819484,False,finalized,3,2/11/2016 08:47:37,donation_needs_or_offers_or_volunteering_services,1.0,,"RT @AsimBajwaISPR: #Earthquake: Appreciate the spirit of this young donor- F-9 Park Collection Point, Isd. http://t.co/x7G3SAfjNZ"
'382815155131662336',879819486,False,finalized,3,2/11/2016 09:35:57,not_related_or_irrelevant,0.3529,,"""@htTweets: Militants fire rockets at #Pakistan quake relief helicopter, no one hurt http://t.co/B6HGH1B4CB #Balochistan"" what a nation!"
'382815170923610112',879819488,False,finalized,3,2/11/2016 08:47:37,sympathy_and_emotional_support,0.3421,,"""The most unfortunate man in the world"" by @gedrosian #Balochistan earthquake http://t.co/B0p5lKTzKa http://t.co/et0pwH7eUH"
'382815208005062656',879819489,False,finalized,3,2/11/2016 07:33:57,donation_needs_or_offers_or_volunteering_services,1.0,,#Pakistan #News Quake relief fund: PM urges nation to donate generously http://t.co/0TucWUvSNz
'382815219891712000',879819490,False,finalized,3,2/11/2016 08:03:05,donation_needs_or_offers_or_volunteering_services,0.6571,,RT @KaleeriBaloch: #Pakistan rejected the requests of International NGOs to enter in #Balochistan for rescue and relief work. #earthquake
'382815237940187136',879819491,False,finalized,3,2/11/2016 07:47:07,donation_needs_or_offers_or_volunteering_services,1.0,,RT @kkfpk: Pic-18 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/y8HDyH3NOq
'382815263483506688',879819492,False,finalized,3,2/11/2016 09:36:54,not_related_or_irrelevant,1.0,,"Guys, I need non-biased advice. Which is better: Nokia Asha or Aman ki Asha? #Pakistan #India"
'382815302993842176',879819494,False,finalized,3,2/11/2016 07:59:28,donation_needs_or_offers_or_volunteering_services,0.7059,,RT @AnjumKiani: Its the Duty of Pak army/FC &amp; Civilian admin not only to provide rescue &amp; relief but also to keep #Earthquake area secure.câ€¦
'382815351211175936',879819495,False,finalized,5,2/11/2016 09:15:52,donation_needs_or_offers_or_volunteering_services,0.652,,"Humanitarian Appeal: Disaster, Death &amp; Debris - Lingering Survivors of Balochistan #Earthquake http://t.co/AzPjZi0QcX"
'382815388720828416',879819497,False,finalized,3,2/11/2016 08:02:05,not_related_or_irrelevant,0.6857,,"RT @scvaid23: There are two kinds of Indians. One, those who like PM MMS. And those who are neutral since 1999. #Pakistan #India"
'382815402826268672',879819499,False,finalized,3,2/11/2016 09:04:17,donation_needs_or_offers_or_volunteering_services,0.3714,,"#Islamabad's persistent Close Door Policy, Disallowing Int'l Aid Agencies to Rescue, Relief &amp; Rehabilitate #Earthquake victims #Balochistan."
'382815450272649216',879819502,False,finalized,5,2/11/2016 09:16:15,not_related_or_irrelevant,0.5818,,Has the Earth spun on its axis #winds #crazy #wildweather #bushifes #floods #earthquake
'382815466344816640',879819504,False,finalized,3,2/11/2016 09:20:40,donation_needs_or_offers_or_volunteering_services,1.0,,"""no blankets, no tents, no food"" @alishahjourno on @BBC_WHYS #Pakistan earthquake."" PRAY. ACT."
'382815486313906177',879819506,False,finalized,3,2/11/2016 07:50:44,not_related_or_irrelevant,1.0,,"RT @WasayJalil: http://t.co/5N1QYGWZZl #PTI clarify their policy pl &amp; in ""TV Talk show Asad Umer said 2open off 4Taliban is personal opine â€¦"
'382815535982858240',879819510,False,finalized,3,2/11/2016 07:43:50,donation_needs_or_offers_or_volunteering_services,0.6667,,"#KPKUpdates On CM's directions,13 trucks of emergency response items 2 Balochistan #earthquake victims sent [1/2] http://t.co/amZjk8eByT"
'382815624936050688',879819516,False,finalized,3,2/11/2016 07:32:38,donation_needs_or_offers_or_volunteering_services,1.0,,#BalochistanEarthquake victims need your support #Balochistan http://t.co/V3DUuycrc9
'382815636151214080',879819518,False,finalized,3,2/11/2016 07:25:28,not_related_or_irrelevant,1.0,,"RT @SabahatMS: Signs of Latter Days: Malfoozat, Vol2, pg 513 - Surah Al-Zilzal v 3 - Promised Messiah (as)! #earthquake #Ahmadiyya http://tâ€¦"
'382815654471938048',879819520,False,finalized,3,2/11/2016 09:17:52,donation_needs_or_offers_or_volunteering_services,1.0,,RT @shakeelalam89: Pic2: #KKF Send Relief Goods For #Balochistan Earthquake Victims #ReliefByKKF #MQM http://t.co/w1VcZXr7PA
'382815657425117184',879819521,False,finalized,3,2/11/2016 07:29:42,not_related_or_irrelevant,1.0,,RT @qasimattock: #Jamiat has its brother organization Study Aid Foundation 4 Excellence #SAFE to help needy students all over #Pakistan #Jaâ€¦
'382815731915554816',879819525,False,finalized,4,2/11/2016 07:35:09,donation_needs_or_offers_or_volunteering_services,0.7727,,World Bank Group in #Pakistan is conducting Framework Survey. Help provide input on key development priorities. #SpeakForPakistan! 1/2
'382815751411089408',879819526,False,finalized,5,2/11/2016 09:16:15,not_related_or_irrelevant,0.5818,,â€˜Naming the Deadâ€™: New project lists people killed by #US #drones in #Pakistan Â» Banoosh http://t.co/N2Lcwl1PI8
'382815843706343424',879819531,False,finalized,3,2/11/2016 08:51:10,donation_needs_or_offers_or_volunteering_services,1.0,,RT @Aligulpir: Raising funds for #Earthquake affectees!Performing at Karachi @thesecondfloor Sunday 6pm.call 03452016854 for tickets http:/â€¦
'382815850040143872',879819533,False,finalized,3,2/11/2016 07:36:43,sympathy_and_emotional_support,1.0,,#Pakistan Shahbaz Sharif expresses sorrow over earthquake deaths http://t.co/pNj2lzXMNo
'382815856595832832',879819534,False,finalized,3,2/11/2016 07:50:44,sympathy_and_emotional_support,0.6765,,Sad to see #racists abusing #Islam even when an #earthquake strikes innocent ppl https://t.co/xDM53SMQde #Pakistan #Allah #Muslim #USA #UK
'382815862509826048',879819535,False,finalized,3,2/11/2016 09:19:03,donation_needs_or_offers_or_volunteering_services,1.0,,Help d affectees of #Balochistan earthquake by providing thm aid in shape of food items other nessesities provide things ner army center/COD
'382815878179344384',879819536,False,finalized,3,2/11/2016 09:24:28,donation_needs_or_offers_or_volunteering_services,0.6286,,RT @ArosaMughal: #PakistanArmy kicks off rescue operations in #earthquake hit areas of #Balochistan. http://t.co/sy7Uw9lanh
'382815904834539520',879819538,False,finalized,3,2/11/2016 08:44:24,donation_needs_or_offers_or_volunteering_services,0.6944,,"RT @SumairaJajja: CM #Balochistan has requested separatists to cooperate, 'else earthquake victims will die from hunger' http://t.co/w1v8pzâ€¦"
'382816005744889857',879819542,False,finalized,3,2/11/2016 07:28:11,donation_needs_or_offers_or_volunteering_services,1.0,,"RT @AnasMallick: 4800 MRE(Meal Ready to Eat packs), 3900 camps/tents have been distributed among the #EarthQuake victims in Balochistan."
'382816083977441280',879819547,False,finalized,3,2/11/2016 07:50:24,not_related_or_irrelevant,0.7059,,@meharfkhan You are churning out political shit and nonsense. I never said anything about #Pakistan and I only have feelings for the ones
'382816095201001474',879819548,False,finalized,3,2/11/2016 09:46:51,donation_needs_or_offers_or_volunteering_services,1.0,,Teams are ready to provide medical aid in #Arawan #Balochistan following  #earthquakes once we are granted safe passage
'382816126389866497',879819550,False,finalized,3,2/11/2016 07:40:27,donation_needs_or_offers_or_volunteering_services,1.0,,RT @kkfpk: Pic-20 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/X2NQmzgRsW
'382816167368196096',879819552,False,finalized,3,2/11/2016 07:42:19,donation_needs_or_offers_or_volunteering_services,1.0,,RT @WasayJalil: Upon da directives of AltafHussain KKF in action 2 help da needy ppl of #Balochistan #Earthquake #Pakistan http://t.co/J1TWâ€¦
'382816197588168704',879819554,False,finalized,3,2/11/2016 08:02:05,donation_needs_or_offers_or_volunteering_services,1.0,,RT @FatimaAli52: Join hands with Pak army to help our brothers &amp; sisters in #Balochistan by providing them aid/help to any army center or Câ€¦
'382816198226096128',879819555,False,finalized,4,2/11/2016 09:22:31,not_related_or_irrelevant,0.7333,,"""40,000 citizens of #Pakistan have laid down their lives in the war against terror"", says PM #NawazSharif addressing the #UNGA"
'382816204877885440',879819557,False,finalized,3,2/11/2016 11:41:40,donation_needs_or_offers_or_volunteering_services,1.0,,Pls start donating to drives collecting for #balochistan earthquake victims!Get in touch if you'd like to know ppl who are collecting
'382816210012098560',879819558,False,finalized,3,2/11/2016 07:41:57,not_related_or_irrelevant,1.0,,#Pakistani #Women #Pakistan Notification of electricity price hike submitted in SC http://t.co/5ss9EH3zzV
'382816216571604992',879819559,False,finalized,3,2/11/2016 07:58:10,sympathy_and_emotional_support,0.6389,,Balochs need us all in this calamity. Request all to pay a helpful visit to them. Heart bleeds to see their condition #Awaran #EarthQuake
'382816267591110657',879819562,False,finalized,5,2/11/2016 09:12:33,not_related_or_irrelevant,0.6296,,RT @NazishAzam: Allah aur Rasul Kay wastay Hamlay band kar dain. Wafaq al Madaris. What a state of helplessness .. Hopeless people #Pakistan
'382816301028089856',879819564,False,finalized,3,2/11/2016 09:30:40,not_related_or_irrelevant,0.6944,,"#earthquake: USGS Earthquake Alert: M 2.8 - 47km N of Hatillo, Puerto Rico http://t.co/4nBhChGqes"
'382816317260066818',879819565,False,finalized,3,2/11/2016 07:37:28,sympathy_and_emotional_support,0.6765,,Allah aur Rasul Kay wastay Hamlay band kar dain. Wafaq al Madaris. What a state of helplessness .. Hopeless people #Pakistan
'382816326265229312',879819566,False,finalized,3,2/11/2016 07:41:57,donation_needs_or_offers_or_volunteering_services,1.0,,"Was watching the news coverage of #earthquake in #balochistan on #expressnews , the relief teams are doing great awesome job thre  #respect"
'382816331961077761',879819567,False,finalized,3,2/11/2016 09:30:40,not_related_or_irrelevant,0.6765,,"Quake M 2.6, Southern California - http://t.co/gUbaBKPCHT #earthquake #quake"
'382816348276932609',879819568,False,finalized,3,2/11/2016 09:20:40,sympathy_and_emotional_support,1.0,,RT @wasimakramlive: Prayers of strength &amp; perseverance go out to the families of Balochistan. Almightyâ€™s mercy on all! #Pakistan #earthquake
'382816386000502784',879819570,False,finalized,4,2/11/2016 07:29:33,donation_needs_or_offers_or_volunteering_services,0.7301,,#Khalifa orders aid to #Pakistan quake victims | http://t.co/o3BRiRLGcI http://t.co/fUqY4jUHPb #UAE
'382816420356030465',879819572,False,finalized,4,2/11/2016 09:08:10,donation_needs_or_offers_or_volunteering_services,1.0,,RT @FoziaSid: â€œ@KhanAmerKhan: Rescue and relief efforts by Pakistan Army continue in earthquake affected areas of #Balochistan http://t.co/â€¦
'382816433455259648',879819573,False,finalized,4,2/11/2016 09:08:10,not_related_or_irrelevant,1.0,,'Taliban should open their offices 4 peace talks' If they start recruitment of new jihaidi than what #Pakistan will do? #AmanKiAsha
'382816597565382656',879819581,False,finalized,3,2/11/2016 09:19:31,sympathy_and_emotional_support,1.0,,"May Allah help those who are struggling, and may He give us the courage to act when we must. Ameen! #Pakistan"
'382816646769160192',879819584,False,finalized,4,2/11/2016 09:10:49,donation_needs_or_offers_or_volunteering_services,0.7869,,#PakArmy providing relief to #earthquake victims. #PakistanArmyZindabad! &lt;3 http://t.co/lgyPDVrpZD
'382816679132020736',879819586,False,finalized,4,2/11/2016 09:11:54,sympathy_and_emotional_support,1.0,,RT @OfficialRFAK: Lots of prayers for #Earthquake victims. Hope relief efforts are effective  #Pakistan
'382816685335801856',879819587,False,finalized,4,2/11/2016 09:12:29,donation_needs_or_offers_or_volunteering_services,1.0,,Pic11: #KKF Send Relief Goods For #Balochistan Earthquake Victims #ReliefByKKF #MQM http://t.co/N6Q0tybH2t
'382816715907678209',879819588,False,finalized,3,2/11/2016 07:59:28,not_related_or_irrelevant,0.3636,,"ã€#USGS #Breakingã€‘ M 1.3, 48km NNW of Searles Valley, California http://t.co/fNXmeGeHzy #PastHour #13 #earthquake #tsunami #prayfromjapan"
'382816756458221569',879819590,False,finalized,3,2/11/2016 08:52:53,not_related_or_irrelevant,0.6486,,RT @TahirulQadri: Thoughts of Quaid-e-Azam and #Pakistanâ€™s Ideology was in compliance with the Islamic principles.
'382816788473729024',879819592,False,finalized,3,2/11/2016 09:36:36,donation_needs_or_offers_or_volunteering_services,1.0,,"RT @ggranger2010: Hmmm... | @AJELive: Quake survivors desperate for food and water, Kamal Hyder reports http://t.co/9UC4217YpX #Pakistan #Bâ€¦"
'382816798799704064',879819593,False,finalized,3,2/11/2016 09:24:28,donation_needs_or_offers_or_volunteering_services,1.0,,RT @sahnetaeter: RT @humanityroad: #ReliefPK China #offer humanitarian aid to #Pakistan Red Crescent  http://t.co/J60Nvcr2lN #hmrd
'382816843850719232',879819597,False,finalized,3,2/11/2016 09:52:13,not_related_or_irrelevant,0.6345,,"#earthquake: M 1.5, Southern Alaska http://t.co/RBRPy4Ld9U"
'382816846363123713',879819598,False,finalized,4,2/11/2016 07:34:44,not_related_or_irrelevant,0.7442,,Power shock followed by petrol bomb:#pakistan #pmln #pti Sharp increase in electricity tariff http://t.co/nCLsFRVIcc
'382816850884960256',879819599,False,finalized,3,2/11/2016 09:36:29,sympathy_and_emotional_support,0.6757,,"RT @SayeedaWarsi: With #Pakistan PM Nawaz Sharif. Offered condolences for earthquake in #Awaran, reiterated UK support. #UNGA http://t.co/Qâ€¦"
'382816923525709824',879819604,False,finalized,3,2/11/2016 09:19:03,donation_needs_or_offers_or_volunteering_services,1.0,,RT @KaleemAltafi: #ReliefByKKF  Send Relief Goods For #Balochistan Earthquake @azizabadi @WasayJalil @WaseemAkhtar90 @AmirKhan_90 http://t.â€¦
'382816989795741696',879819610,False,finalized,5,2/11/2016 09:11:54,donation_needs_or_offers_or_volunteering_services,0.5893,,RT @Hennah_Baloch: Help the earthquake survivors/injured in the poverty-calamity ridden #Balochistan where around 500 lives are lost. http:â€¦
'382817013053149184',879819613,False,finalized,4,2/11/2016 07:29:33,not_related_or_irrelevant,0.7301,,"Rockets fired on Chairman NDMA Helicopter near Mashkey, Awaran. He is Safe. #Blaochistan #Earthquake #Pakistan"
'382817085069737984',879819620,False,finalized,3,2/11/2016 07:33:50,not_related_or_irrelevant,0.6667,,"RT @zameer0201: Locals telling Mushkey is strongest area of separatists &amp; they want aid to b given to dem &amp; threatening people ""Not to takeâ€¦"
'382817097069244416',879819622,False,finalized,3,2/11/2016 07:54:26,not_related_or_irrelevant,1.0,,"Dene wala jab bhi deta,deta chappar phad ke.Pain of higher electricity tariffs by 30% was compounded by a 4.2% oil price hike. #Pakistan."
'382817160017772544',879819628,False,finalized,3,2/11/2016 08:53:25,donation_needs_or_offers_or_volunteering_services,0.6579,,@olavkjorven its time to help the people of 7.8 magnitude #earthquake in #Awaran in #Balochistan #Pakistan
'382817175712436224',879819629,False,finalized,3,2/11/2016 07:40:27,donation_needs_or_offers_or_volunteering_services,1.0,,#Balochistan #earthquake - pls use hashtag #ReliefPK for sharing relief info #Pakistan pl share response and mobilized aid. v @HumanityRoad
'382817198709809152',879819631,False,finalized,3,2/11/2016 08:02:03,not_related_or_irrelevant,0.3429,,proud #Baloch and Forces will endure crisis and those doing just sick talking against Relief Ops are Exposed. #Awaran #Earthquake.
'382817224739680256',879819633,False,finalized,3,2/11/2016 09:36:54,not_related_or_irrelevant,0.6842,,#Drones have killed 2500+ in 9 years with 80% #Militants &amp; no IDPs but #Pakistan's #army operations have killed 1000s &amp; displaced 100000s.
'382817283846209537',879819635,False,finalized,3,2/11/2016 07:55:13,donation_needs_or_offers_or_volunteering_services,1.0,,"RT @abdullasyed: Jawad Ahmed Khan, President PUAN #Balochistan is on-ground. Rehabilitation/relief work. 03218130837. DONATE! #Earthquake #â€¦"
'382817293912518656',879819636,False,finalized,3,2/11/2016 08:56:15,not_related_or_irrelevant,0.6944,,Allah aur Rasul Kay wastay Hamlay band kar dain. Wafaq al Madaris. What a state of helplessness .. Hopeless people #Pakistan
'382817392088588288',879819641,False,finalized,3,2/11/2016 07:58:06,not_related_or_irrelevant,0.6471,,Please check out @fbelassie new video! #Earthquake by @Labrinthda1st and @TinieTempah  http://t.co/AKFTCqCkLzâ€ @laurenaquilina main support
'382817398459342848',879819642,False,finalized,3,2/11/2016 07:53:48,sympathy_and_emotional_support,0.7027,,"RT @Indians4Israel: Pakistan Bomb-Blast, Our prayers are with the victims &amp; their families http://t.co/jaZjuixN7o #peshawar #India #indian â€¦"
'382817400300658688',879819643,False,finalized,3,2/11/2016 09:46:51,not_related_or_irrelevant,0.6693,,What up earthquake. #japan #Earthquake
