TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,DeltaSeconds
382814998864478208,Wed Sep 25 10:33:02 +0000 2013,63,61,False,1909,3137,1,1,0,False,donation_needs_or_offers_or_volunteering_services,18,0,MobileApp,383
382815045748400128,Wed Sep 25 10:33:13 +0000 2013,24846,943,False,11631,3145,1,2,0,False,not_related_or_irrelevant,2,0,TweetDeck,394
382815055781588992,Wed Sep 25 10:33:16 +0000 2013,30,489,True,617,1826,2,3,1,False,donation_needs_or_offers_or_volunteering_services,2,0,MobileApp,397
382815104850329600,Wed Sep 25 10:33:28 +0000 2013,1210,892,True,3959,2297,5,0,1,False,not_related_or_irrelevant,1,0,Client Web,409
382815134047272960,Wed Sep 25 10:33:35 +0000 2013,1790,110,True,109369,2914,1,1,0,False,donation_needs_or_offers_or_volunteering_services,2,0,MobileApp,416
382815139994415104,Wed Sep 25 10:33:36 +0000 2013,2768,591,False,137138,2634,1,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,Twitterfeed,417
382815170923610112,Wed Sep 25 10:33:43 +0000 2013,99,107,True,3718,2779,0,1,0,False,sympathy_and_emotional_support,12,0,MobileApp,424
382815208005062656,Wed Sep 25 10:33:52 +0000 2013,208,277,True,4558,1826,1,1,0,False,donation_needs_or_offers_or_volunteering_services,2,0,Client Web,433
382815219891712000,Wed Sep 25 10:33:55 +0000 2013,155,36,False,262,1890,1,1,0,False,donation_needs_or_offers_or_volunteering_services,4,0,Client Web,436
382815237940187136,Wed Sep 25 10:33:59 +0000 2013,554,1141,False,101309,2166,1,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,UnofficialApps,440
382815263483506688,Wed Sep 25 10:34:05 +0000 2013,257,734,False,15175,3278,5,1,0,False,not_related_or_irrelevant,1,0,MobileApp,446
382815302993842176,Wed Sep 25 10:34:15 +0000 2013,59620,4088,True,30563,2320,2,1,1,True,donation_needs_or_offers_or_volunteering_services,1,1,UnofficialApps,456
382815351211175936,Wed Sep 25 10:34:26 +0000 2013,115,537,False,700,1967,2,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,Client Web,467
382815402826268672,Wed Sep 25 10:34:39 +0000 2013,73,291,False,2563,1843,2,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,Client Web,480
382815450272649216,Wed Sep 25 10:34:50 +0000 2013,1783,668,False,55702,2252,2,0,0,False,not_related_or_irrelevant,0,0,MobileApp,491
382815466344816640,Wed Sep 25 10:34:54 +0000 2013,2479,1036,False,4622,1812,2,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,Client Web,495
382815486313906177,Wed Sep 25 10:34:58 +0000 2013,547,478,False,29993,3282,1,1,0,False,not_related_or_irrelevant,8,0,Client Web,499
382815535982858240,Wed Sep 25 10:35:10 +0000 2013,120230,18,False,168293,3761,2,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,Twitterfeed,511
382815624936050688,Wed Sep 25 10:35:32 +0000 2013,4057,134,True,123405,2363,4,1,0,False,donation_needs_or_offers_or_volunteering_services,4,0,MobileApp,533
382815654471938048,Wed Sep 25 10:35:39 +0000 2013,2879,41,False,27571,2488,1,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,540
382815657425117184,Wed Sep 25 10:35:39 +0000 2013,2294,278,False,444036,2191,1,1,1,False,not_related_or_irrelevant,9,0,MobileApp,540
382815731915554816,Wed Sep 25 10:35:57 +0000 2013,12771,116,False,4817,2477,1,3,0,False,donation_needs_or_offers_or_volunteering_services,1,0,Client Web,558
382815751411089408,Wed Sep 25 10:36:02 +0000 2013,454,295,False,12234,1783,1,0,0,False,not_related_or_irrelevant,0,0,MobileApp,563
382815843706343424,Wed Sep 25 10:36:24 +0000 2013,4040,631,True,87043,2341,4,1,0,False,donation_needs_or_offers_or_volunteering_services,4,0,Client Web,585
382815850040143872,Wed Sep 25 10:36:25 +0000 2013,2553,1462,False,9205,3377,2,1,1,False,sympathy_and_emotional_support,4,0,MobileApp,586
382815862509826048,Wed Sep 25 10:36:28 +0000 2013,4057,134,True,123405,2363,2,1,0,False,donation_needs_or_offers_or_volunteering_services,5,0,MobileApp,589
382815904834539520,Wed Sep 25 10:36:38 +0000 2013,1092,424,False,13226,2307,7,0,0,False,donation_needs_or_offers_or_volunteering_services,1,0,MobileApp,599
382816005744889857,Wed Sep 25 10:37:02 +0000 2013,805,128,False,35507,1913,3,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,Developer,623
382816083977441280,Wed Sep 25 10:37:21 +0000 2013,509,1348,True,30817,2371,6,1,0,False,not_related_or_irrelevant,5,0,MobileApp,642
382816095201001474,Wed Sep 25 10:37:24 +0000 2013,756594,134,True,345771,2988,1,0,1,True,donation_needs_or_offers_or_volunteering_services,1,3,Developer,645
382816126389866497,Wed Sep 25 10:37:31 +0000 2013,7253,2124,True,181094,1982,4,1,0,False,donation_needs_or_offers_or_volunteering_services,4,0,Client Web,652
382816167368196096,Wed Sep 25 10:37:41 +0000 2013,1972,1902,False,1347,1800,1,2,1,False,donation_needs_or_offers_or_volunteering_services,9,0,Client Web,662
382816197588168704,Wed Sep 25 10:37:48 +0000 2013,756594,134,True,345771,2988,1,0,1,True,donation_needs_or_offers_or_volunteering_services,3,3,Developer,669
382816204877885440,Wed Sep 25 10:37:50 +0000 2013,7253,2124,True,181094,1982,2,1,0,False,donation_needs_or_offers_or_volunteering_services,5,0,Client Web,671
382816210012098560,Wed Sep 25 10:37:51 +0000 2013,2490,152,False,140795,2399,3,0,1,False,not_related_or_irrelevant,0,0,Facebook,672
382816216571604992,Wed Sep 25 10:37:53 +0000 2013,327,377,True,20608,2562,1,0,0,False,sympathy_and_emotional_support,0,0,Client Web,674
382816301028089856,Wed Sep 25 10:38:13 +0000 2013,3659,1326,False,25495,2673,1,0,1,True,not_related_or_irrelevant,1,0,Developer,694
382816317260066818,Wed Sep 25 10:38:17 +0000 2013,768,1918,True,243977,3156,4,0,0,False,sympathy_and_emotional_support,0,0,MobileApp,698
382816326265229312,Wed Sep 25 10:38:19 +0000 2013,7286,340,True,206145,2336,2,1,0,False,donation_needs_or_offers_or_volunteering_services,5,0,MobileWeb,700
382816331961077761,Wed Sep 25 10:38:20 +0000 2013,184,305,False,13078,2310,6,1,0,False,not_related_or_irrelevant,5,0,MobileApp,701
382816386000502784,Wed Sep 25 10:38:33 +0000 2013,270,802,False,2396,1888,1,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,Developer,714
382816420356030465,Wed Sep 25 10:38:41 +0000 2013,26656,397,False,58260,2502,2,1,0,False,donation_needs_or_offers_or_volunteering_services,4,0,TweetDeck,722
382816433455259648,Wed Sep 25 10:38:44 +0000 2013,448,988,False,15531,2524,1,1,0,False,not_related_or_irrelevant,15,0,MobileApp,725
382816597565382656,Wed Sep 25 10:39:23 +0000 2013,69484,322,True,39571,2782,2,0,1,True,sympathy_and_emotional_support,3,0,Developer,764
382816646769160192,Wed Sep 25 10:39:35 +0000 2013,2294,278,False,444036,2191,2,1,0,False,donation_needs_or_offers_or_volunteering_services,6,0,MobileApp,776
382816679132020736,Wed Sep 25 10:39:43 +0000 2013,37380,415,True,53671,2798,1,0,1,False,sympathy_and_emotional_support,0,0,Facebook,784
382816685335801856,Wed Sep 25 10:39:44 +0000 2013,2032,1418,True,75653,3274,2,1,0,False,donation_needs_or_offers_or_volunteering_services,3,0,MobileApp,785
382816715907678209,Wed Sep 25 10:39:52 +0000 2013,4563,962,False,2941021,3069,3,0,1,False,not_related_or_irrelevant,0,0,OtherSite,793
382816788473729024,Wed Sep 25 10:40:09 +0000 2013,8365,781,False,39571,2160,2,1,0,False,donation_needs_or_offers_or_volunteering_services,23,0,MobileApp,810
382816798799704064,Wed Sep 25 10:40:11 +0000 2013,772,761,True,43204,1903,4,1,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,812
382816850884960256,Wed Sep 25 10:40:24 +0000 2013,126970,498,False,154617,2879,2,2,0,True,sympathy_and_emotional_support,4,0,MobileApp,825
382816989795741696,Wed Sep 25 10:40:57 +0000 2013,5624,2194,False,4166,2337,8,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,Client Web,858
382817013053149184,Wed Sep 25 10:41:02 +0000 2013,124974,1673,False,216952,2440,3,1,0,False,not_related_or_irrelevant,17,0,Client Web,863
382817085069737984,Wed Sep 25 10:41:20 +0000 2013,2294,278,False,444036,2191,1,1,0,False,not_related_or_irrelevant,37,0,MobileApp,881
382817097069244416,Wed Sep 25 10:41:23 +0000 2013,1390,603,True,77723,3075,3,2,0,False,not_related_or_irrelevant,6,0,MobileApp,884
382817160017772544,Wed Sep 25 10:41:38 +0000 2013,1829,2287,True,25674,3101,1,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,899
382817175712436224,Wed Sep 25 10:41:41 +0000 2013,3377,1,False,81828,2734,1,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,Twitterfeed,902
382817224739680256,Wed Sep 25 10:41:53 +0000 2013,527,649,True,4345,2611,4,1,0,False,not_related_or_irrelevant,19,0,Client Web,914
382817283846209537,Wed Sep 25 10:42:07 +0000 2013,50680,232,True,43924,2883,1,0,0,True,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,928
382817293912518656,Wed Sep 25 10:42:10 +0000 2013,16644,635,True,333552,2908,3,1,0,False,not_related_or_irrelevant,17,0,Tablet,931
382817400300658688,Wed Sep 25 10:42:35 +0000 2013,268,358,True,36396,3594,1,0,1,False,not_related_or_irrelevant,0,0,Developer,956
382817422979260417,Wed Sep 25 10:42:40 +0000 2013,320,121,False,78698,1718,2,0,1,False,sympathy_and_emotional_support,0,0,OtherSite,961
382817541351301120,Wed Sep 25 10:43:08 +0000 2013,2295,1344,True,8228,2358,2,1,0,False,donation_needs_or_offers_or_volunteering_services,8,0,MobileApp,989
382817567519154176,Wed Sep 25 10:43:15 +0000 2013,102315,0,True,155315,2296,2,0,1,True,not_related_or_irrelevant,0,0,Developer,996
382817582266335232,Wed Sep 25 10:43:18 +0000 2013,6852,415,False,27653,1884,1,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,Client Web,999
382817615241957376,Wed Sep 25 10:43:26 +0000 2013,11813,538,True,16528,2136,0,1,0,True,not_related_or_irrelevant,1,0,Client Web,1007
382817630614073346,Wed Sep 25 10:43:30 +0000 2013,1756,1113,True,59303,2934,1,0,0,False,not_related_or_irrelevant,0,0,Client Web,1011
382817718493138944,Wed Sep 25 10:43:51 +0000 2013,770,183,False,379,1712,2,2,0,False,donation_needs_or_offers_or_volunteering_services,20,0,Client Web,1032
382817747765186560,Wed Sep 25 10:43:58 +0000 2013,5039,404,True,7233,2709,2,1,1,False,not_related_or_irrelevant,2,0,Client Web,1039
382817794351714304,Wed Sep 25 10:44:09 +0000 2013,236,312,True,788,2646,1,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,1050
382817828422033408,Wed Sep 25 10:44:17 +0000 2013,108,137,False,661,2664,1,1,0,False,not_related_or_irrelevant,18,0,MobileApp,1058
382818065450151936,Wed Sep 25 10:45:13 +0000 2013,9328,440,True,34567,2762,5,0,0,True,sympathy_and_emotional_support,0,0,Client Web,1114
382818268131885056,Wed Sep 25 10:46:02 +0000 2013,1379,10,False,42858,2309,2,0,1,False,sympathy_and_emotional_support,0,0,OtherSite,1163
382818299219673089,Wed Sep 25 10:46:09 +0000 2013,12771,116,False,4817,2477,1,2,0,False,donation_needs_or_offers_or_volunteering_services,3,0,Client Web,1170
382818313556226049,Wed Sep 25 10:46:13 +0000 2013,222,344,True,2783,2721,2,1,0,False,donation_needs_or_offers_or_volunteering_services,6,0,MobileApp,1174
382818341951254529,Wed Sep 25 10:46:19 +0000 2013,1251,1823,False,28992,1761,6,1,0,False,sympathy_and_emotional_support,12,0,Client Web,1180
382818377015640065,Wed Sep 25 10:46:28 +0000 2013,309,278,True,23973,2925,2,1,0,False,sympathy_and_emotional_support,23,0,Client Web,1189
382818398628884481,Wed Sep 25 10:46:33 +0000 2013,850,194,False,2022,2741,3,1,0,False,donation_needs_or_offers_or_volunteering_services,2,0,MobileApp,1194
382818413627711490,Wed Sep 25 10:46:36 +0000 2013,527,649,True,4345,2611,2,5,0,False,donation_needs_or_offers_or_volunteering_services,7,0,Client Web,1197
382818512819200000,Wed Sep 25 10:47:00 +0000 2013,222,344,True,2783,2721,1,1,1,False,sympathy_and_emotional_support,9,0,MobileApp,1221
382818525020045313,Wed Sep 25 10:47:03 +0000 2013,12824,12418,False,341353,2140,5,1,1,False,donation_needs_or_offers_or_volunteering_services,21,0,Client Web,1224
382818557643730944,Wed Sep 25 10:47:11 +0000 2013,3303,2245,False,25098,2079,1,1,1,False,donation_needs_or_offers_or_volunteering_services,3,0,OtherSite,1232
382818570058489857,Wed Sep 25 10:47:14 +0000 2013,527,649,True,4345,2611,2,5,0,False,not_related_or_irrelevant,9,0,Client Web,1235
382818652929544192,Wed Sep 25 10:47:33 +0000 2013,527,649,True,4345,2611,4,1,0,False,not_related_or_irrelevant,54,0,Client Web,1254
382818672969920513,Wed Sep 25 10:47:38 +0000 2013,9328,440,True,34567,2762,1,1,1,True,donation_needs_or_offers_or_volunteering_services,10,0,Client Web,1259
382818703777099777,Wed Sep 25 10:47:46 +0000 2013,64,10,False,19662,2300,2,0,1,False,donation_needs_or_offers_or_volunteering_services,0,1,Twitterfeed,1267
382818707967578112,Wed Sep 25 10:47:47 +0000 2013,384,518,True,12751,2736,2,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,1268
382818716461068288,Wed Sep 25 10:47:49 +0000 2013,336,2,False,13558,2226,3,1,0,False,not_related_or_irrelevant,1,0,OtherSite,1270
382818735285080064,Wed Sep 25 10:47:53 +0000 2013,332,266,False,18515,1964,1,2,0,False,not_related_or_irrelevant,71,0,MobileApp,1274
382818795418419201,Wed Sep 25 10:48:07 +0000 2013,10536,853,False,180381,3395,1,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,1288
382818863072960512,Wed Sep 25 10:48:24 +0000 2013,109331,609,True,17193,2919,2,0,1,False,sympathy_and_emotional_support,1,0,Facebook,1305
382818876301791232,Wed Sep 25 10:48:27 +0000 2013,11834,51,True,4851,2673,4,1,0,False,not_related_or_irrelevant,19,0,MobileApp,1308
382818877274861568,Wed Sep 25 10:48:27 +0000 2013,102315,0,True,155315,2296,3,0,0,True,not_related_or_irrelevant,0,0,TweetDeck,1308
382818986829684736,Wed Sep 25 10:48:53 +0000 2013,92,41,False,25,1748,1,0,0,False,sympathy_and_emotional_support,1,0,Client Web,1334
382819199414177792,Wed Sep 25 10:49:44 +0000 2013,83040,5,False,138658,4082,4,0,1,False,not_related_or_irrelevant,0,0,TweetDeck,1385
382819416959758338,Wed Sep 25 10:50:36 +0000 2013,223,121,False,453,1765,3,0,0,False,donation_needs_or_offers_or_volunteering_services,1,0,Client Web,1437
382819486929526784,Wed Sep 25 10:50:52 +0000 2013,695,854,True,24830,3124,3,0,2,False,donation_needs_or_offers_or_volunteering_services,0,0,Facebook,1453
382819489512828928,Wed Sep 25 10:50:53 +0000 2013,11809,4013,False,177508,3206,1,1,1,False,donation_needs_or_offers_or_volunteering_services,2,0,Developer,1454
382819616265084928,Wed Sep 25 10:51:23 +0000 2013,7288,956,True,150001,3937,1,1,0,True,not_related_or_irrelevant,11,0,MobileApp,1484
382819713413152769,Wed Sep 25 10:51:46 +0000 2013,234,127,False,472,1765,1,2,0,False,donation_needs_or_offers_or_volunteering_services,3,0,Client Web,1507
382819728919523329,Wed Sep 25 10:51:50 +0000 2013,1545,351,True,5649,3034,3,1,0,False,sympathy_and_emotional_support,17,0,Client Web,1511
382819798436290560,Wed Sep 25 10:52:07 +0000 2013,2228,497,False,10195,2224,4,1,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileApp,1528
382819816102318080,Wed Sep 25 10:52:11 +0000 2013,234,127,False,472,1765,2,1,0,False,not_related_or_irrelevant,1,0,Client Web,1532
382819854081732608,Wed Sep 25 10:52:20 +0000 2013,6929,5352,False,161912,3365,2,1,1,False,donation_needs_or_offers_or_volunteering_services,14,0,MobileApp,1541
382819862109638657,Wed Sep 25 10:52:22 +0000 2013,575,197,True,8075,2204,2,0,1,False,not_related_or_irrelevant,0,0,Client Web,1543
382819969848729600,Wed Sep 25 10:52:47 +0000 2013,181,194,False,12182,2463,1,2,0,False,not_related_or_irrelevant,71,0,MobileApp,1568
382820017672187904,Wed Sep 25 10:52:59 +0000 2013,716,676,True,25326,3280,4,0,1,False,not_related_or_irrelevant,0,0,Client Web,1580
382820135687716864,Wed Sep 25 10:53:27 +0000 2013,1002,275,False,79148,2793,6,1,0,False,not_related_or_irrelevant,12,0,MobileApp,1608
382820204994371584,Wed Sep 25 10:53:43 +0000 2013,5666,3479,True,31128,3138,4,0,1,False,donation_needs_or_offers_or_volunteering_services,3,0,MobileApp,1624
382820222182637568,Wed Sep 25 10:53:48 +0000 2013,140,127,False,3948,2120,2,0,0,False,not_related_or_irrelevant,0,0,MobileApp,1629
382820253484322817,Wed Sep 25 10:53:55 +0000 2013,3621,2184,True,18128,3043,3,1,0,False,donation_needs_or_offers_or_volunteering_services,171,0,Client Web,1636
382820264959959040,Wed Sep 25 10:53:58 +0000 2013,3621,2184,True,18128,3043,2,1,0,False,donation_needs_or_offers_or_volunteering_services,155,0,Client Web,1639
382820315513896961,Wed Sep 25 10:54:10 +0000 2013,3317,3144,True,58590,3047,1,1,1,False,donation_needs_or_offers_or_volunteering_services,10,0,Client Web,1651
382820461241184256,Wed Sep 25 10:54:45 +0000 2013,1639,2379,True,10222,3208,1,1,0,False,donation_needs_or_offers_or_volunteering_services,1,0,Tablet,1686
382820462830424064,Wed Sep 25 10:54:45 +0000 2013,293,430,False,1739,2676,2,0,0,False,donation_needs_or_offers_or_volunteering_services,1,1,MobileApp,1686
382820554186981376,Wed Sep 25 10:55:07 +0000 2013,59620,4088,True,30563,2320,1,0,1,True,not_related_or_irrelevant,1,0,UnofficialApps,1708
382820878464983040,Wed Sep 25 10:56:24 +0000 2013,14586,855,True,79228,3122,2,1,0,False,not_related_or_irrelevant,12,4,TweetDeck,1785
382820883040960512,Wed Sep 25 10:56:25 +0000 2013,6347,6187,False,5210,1753,3,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,Client Web,1786
382820885280747520,Wed Sep 25 10:56:26 +0000 2013,4609,2640,True,145816,2095,2,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,Twitterfeed,1787
382820886296145920,Wed Sep 25 10:56:26 +0000 2013,2479,55,True,12015,2519,4,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,Facebook,1787
382820893656764416,Wed Sep 25 10:56:28 +0000 2013,327,377,True,20608,2562,1,0,0,False,not_related_or_irrelevant,0,0,Client Web,1789
382820963861004288,Wed Sep 25 10:56:44 +0000 2013,7079,237,True,6955,2308,2,2,0,False,not_related_or_irrelevant,12,0,Client Web,1805
382820983347761152,Wed Sep 25 10:56:49 +0000 2013,78,32,False,4806,3164,2,2,0,False,donation_needs_or_offers_or_volunteering_services,4,0,Client Web,1810
382821091774705666,Wed Sep 25 10:57:15 +0000 2013,490,773,True,15003,3374,3,1,1,False,donation_needs_or_offers_or_volunteering_services,2,0,TweetDeck,1836
382821133973991424,Wed Sep 25 10:57:25 +0000 2013,4264,514,True,24958,3395,3,0,1,False,sympathy_and_emotional_support,0,0,TweetDeck,1846
382821174960717825,Wed Sep 25 10:57:35 +0000 2013,36027,673,True,153426,3516,2,1,0,False,donation_needs_or_offers_or_volunteering_services,4,0,MobileApp,1856
382821205574946816,Wed Sep 25 10:57:42 +0000 2013,219,395,True,1831,2260,1,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,MobileWeb,1863
382821252731109377,Wed Sep 25 10:57:53 +0000 2013,4129,629,False,7575,1752,2,0,0,False,sympathy_and_emotional_support,3,0,Client Web,1874
382821327062589440,Wed Sep 25 10:58:11 +0000 2013,1608,114,False,17938,2132,3,0,0,False,donation_needs_or_offers_or_volunteering_services,9,0,Client Web,1892
382821366077992960,Wed Sep 25 10:58:20 +0000 2013,2145,1276,True,23051,2071,2,1,0,False,donation_needs_or_offers_or_volunteering_services,2,0,MobileApp,1901
382821401637695488,Wed Sep 25 10:58:29 +0000 2013,649,743,False,42959,3178,2,1,0,False,sympathy_and_emotional_support,3,0,MobileApp,1910
382821410076639232,Wed Sep 25 10:58:31 +0000 2013,341,777,True,18106,1932,2,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,1912
382821473083064320,Wed Sep 25 10:58:46 +0000 2013,17362,15641,True,13846,2927,5,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,Client Web,1927
382821502250270720,Wed Sep 25 10:58:53 +0000 2013,7660,1039,True,15692,2202,2,0,0,False,not_related_or_irrelevant,3,0,TweetDeck,1934
382821753694990336,Wed Sep 25 10:59:53 +0000 2013,707,526,True,5967,1722,4,0,0,False,sympathy_and_emotional_support,0,0,MobileApp,1994
382821812012216320,Wed Sep 25 11:00:07 +0000 2013,503,323,False,1964,3357,4,1,0,False,not_related_or_irrelevant,3,0,Client Web,2008
382822064878800896,Wed Sep 25 11:01:07 +0000 2013,426,228,True,21839,1719,3,0,0,False,not_related_or_irrelevant,0,0,MobileWeb,2068
382822075297058816,Wed Sep 25 11:01:09 +0000 2013,14958,0,True,262638,1846,2,0,1,False,not_related_or_irrelevant,0,0,OtherSite,2070
382822142481825792,Wed Sep 25 11:01:25 +0000 2013,1002,275,False,79148,2793,0,1,0,False,not_related_or_irrelevant,3,0,MobileApp,2086
382822163742330881,Wed Sep 25 11:01:30 +0000 2013,15779,521,True,18670,2646,2,2,0,False,donation_needs_or_offers_or_volunteering_services,20,0,TweetDeck,2091
382822179752394752,Wed Sep 25 11:01:34 +0000 2013,11449,10076,True,158456,2651,2,1,1,False,donation_needs_or_offers_or_volunteering_services,0,0,Tablet,2095
382822265273843712,Wed Sep 25 11:01:55 +0000 2013,1263,2021,True,17300,2134,1,0,1,False,not_related_or_irrelevant,0,0,Developer,2116
382822283267428353,Wed Sep 25 11:01:59 +0000 2013,225,267,True,6198,3352,1,2,0,False,donation_needs_or_offers_or_volunteering_services,0,0,Client Web,2120
382822305250148352,Wed Sep 25 11:02:04 +0000 2013,94,161,False,1723,2612,3,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,2125
382822312401063936,Wed Sep 25 11:02:06 +0000 2013,50582,2142,True,29723,3318,1,2,0,True,not_related_or_irrelevant,71,0,TweetDeck,2127
