TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,DeltaSeconds,Text,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity,hasTime,hasCriminal,hasDuration,hasDate,hasOrganization,hasDeath,hasMoney,hasIdeology,hasNumber,hasReligion,hasPerson,hasSet
382813652752928768,Wed Sep 25 10:27:41 +0000 2013,416,371,False,57651,3258,2,1,0,False,injured_or_dead_people,5,0,63,RT @DrAwab: 250+ people have been killed in Balochistan didn't we have a Chief Minister there? Missing? Abducted? Or has he gone island hoâ€¦,balochistan,None,None,None,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
382813700375474176,Wed Sep 25 10:27:53 +0000 2013,739,687,True,12428,3037,1,0,0,False,other_useful_information,0,0,75,Just Shocking News Earthquake in Pakistan st... http://t.co/SiDBPiGwbT,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
382813702132867072,Wed Sep 25 10:27:53 +0000 2013,1451,2178,True,98660,3012,3,2,1,False,other_useful_information,4,0,75,"NASA Releases Images of Earthquake Island off Coast of Pakistan,  Zalzala Jazeera: http://t.co/hKoJPHA9Xc  EarthChanges",island,None,pakistan,None,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
382813719941484544,Wed Sep 25 10:27:57 +0000 2013,54,143,False,5530,2419,2,1,0,False,caution_and_advice,1,0,79,"earthquake: M 1.9, Island of Hawaii, Hawaii http://t.co/MwWyOEaHvx",None,hawaii,None,None,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382813733623300096,Wed Sep 25 10:28:01 +0000 2013,428,1243,True,10211,3199,1,0,1,False,other_useful_information,0,0,83,Khanchey bazi start on account of earthquake victims  http://t.co/MgTkaQrq5l,khanchey,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
382813761330888704,Wed Sep 25 10:28:07 +0000 2013,658,818,True,2941,1794,3,0,1,False,other_useful_information,0,0,89,Small island after earthquake in Pakistan http://t.co/ueRxtmpdZ4 Pakistan Gwadar Balochistan Earthquake India via @Ma_knows_all00,balochistan,None,india,gwadar,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
382813788832940033,Wed Sep 25 10:28:14 +0000 2013,5385,1943,True,37640,3166,2,1,1,False,injured_or_dead_people,16,0,96,Balochistan EarthQuake: Awaran's 95% houses are damaged - 1000+ deaths - Countless Injuries - No Medicines - No Relief. Pakistan,balochistan,None,pakistan,None,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
382813812040409089,Wed Sep 25 10:28:19 +0000 2013,198,63,True,6119,3372,4,0,1,False,other_useful_information,0,0,101,RT @BalochTawar: Breaking News EarthQuake of 5.5 Magnitude on ractel scale hit Panjgur and Awaran,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382813829719019521,Wed Sep 25 10:28:24 +0000 2013,4045,236,True,21624,2744,1,0,1,False,caution_and_advice,6,1,106,RT @WriterRod: Peru: State of emergency for areas affected by earthquake  http://t.co/ve1xJXEHjT via @PeruthisWeek Peru earthquake terreâ€¦,None,None,peru,None,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
382813848006180864,Wed Sep 25 10:28:28 +0000 2013,147,243,False,5098,3239,1,1,0,False,other_useful_information,9,0,110,"RT @john_freiman: I was rocked by a M6.7 earthquake 81km NE of L'Esperance Rock, New Zealand!!! earthquake Quake_Watch_by_Ninja_Software",rock,ne,zealand,None,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
382813873679896576,Wed Sep 25 10:28:34 +0000 2013,519,232,True,4317,1761,2,0,0,False,infrastructure_and_utilities_damage,0,2,116,(News) Balochistan earthquake: Life among the ruins in Gajjar http://t.co/1MJszlZrAb Pakistan,balochistan,None,pakistan,None,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
382813924208308224,Wed Sep 25 10:28:46 +0000 2013,4188,1101,True,4989,2942,5,0,0,False,other_useful_information,0,0,128,"New Earthquake Magnitude 2.2, Monday, September 30 2013 at 4:20:01 am (NZDT), 10 km east of Seddon: Public ID... http://t.co/d2TiBPftzL",None,id,None,None,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
382813932437917696,Wed Sep 25 10:28:48 +0000 2013,23734,83,False,8098,2190,4,0,0,False,donation_needs_or_offers_or_volunteering_services,19,1,130,Watching Pakistan earthquake News! Shocked 2 c..ppl.they still waiting f any helps 2 save Life! WaheGuru!,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
382813945913831424,Wed Sep 25 10:28:51 +0000 2013,3956,1518,False,30422,2321,2,2,0,False,caution_and_advice,4,0,133,RT @FoxNews: New massive earthquake rocks southwest Pakistan http://t.co/QhOvQcq0jz,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
382813996354510848,Wed Sep 25 10:29:03 +0000 2013,174,272,False,14761,3211,1,1,0,False,other_useful_information,18,0,145,"earthquake: M 2.3, Southern California http://t.co/P7YGfPBbQE",southern,california,None,None,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382814017099558912,Wed Sep 25 10:29:08 +0000 2013,403,700,False,4109,3290,2,1,1,False,other_useful_information,16,0,150,earthquake M1.3: Southern California http://t.co/2vDndErHj1,southern,california,None,None,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382814060326043648,Wed Sep 25 10:29:18 +0000 2013,131,29,False,98,1820,1,1,0,False,donation_needs_or_offers_or_volunteering_services,1,0,160,"RT @janbaloch45: Don't Forget your Awaran Mashkay Brothers &amp; Sisters, You can donate blood for quake victims: Call: 03203202986  Balochiâ€¦",None,None,None,None,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
382814060385161216,Wed Sep 25 10:29:19 +0000 2013,239,402,True,7524,1990,1,1,0,False,caution_and_advice,1,0,161,RT @LBCI_News_EN: New major earthquake rocks southwest Pakistan | http://t.co/KR63qvgSRM |,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
382814062196703232,Wed Sep 25 10:29:19 +0000 2013,876015,721,True,47943,2501,1,0,1,True,not_related_or_irrelevant,11,2,161,RT @MrTippler: If Peace has killed people and destroyed lives for decades...how is it better than a War which might provide a resolution? â€¦,None,None,None,None,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
382814062704226304,Wed Sep 25 10:29:19 +0000 2013,416,371,False,57651,3258,4,1,0,False,injured_or_dead_people,2,0,161,UK PM left everything when just one soldier died. Here a 1000 are feared dead and our PM is no where to be seen! Balochistan earthquake,balochistan,None,uk,None,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
382814074104328192,Wed Sep 25 10:29:22 +0000 2013,1775,482,False,24849,2578,1,1,1,False,other_useful_information,0,0,164,"5.0 earthquake! Mon Sep 30 07:25:25 CDT 2013 near 142km NNW of Kandrian, PapuaNewGuinea http://t.co/yd9FKPWgGa",None,None,None,kandrian,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False
382814074439868419,Wed Sep 25 10:29:22 +0000 2013,7255,2124,True,181099,1979,4,1,0,False,sympathy_and_emotional_support,19,0,164,currently reading word wisdom earthquake faith praying ðŸ™ðŸ™ http://t.co/deHuDeYqrj,None,None,None,None,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
382814086519869441,Wed Sep 25 10:29:25 +0000 2013,346,346,True,2986,2242,5,1,0,False,not_related_or_irrelevant,7,0,167,RT @diplo: Twerkbook pro plurnt earthquake http://t.co/5x5ya6wxF6,None,None,None,None,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
382814114860367872,Wed Sep 25 10:29:31 +0000 2013,897,2,True,3284,2000,6,0,1,False,injured_or_dead_people,0,0,173,"Earthquakes in Pakistan timeline http://t.co/Y20lGxf9Pi Worst earthquake in 2005. 80,000 dead, 200,000 injured, 4 million ppl left homeless",None,None,pakistan,None,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
382814115276025856,Wed Sep 25 10:29:32 +0000 2013,574,536,False,7730,2927,1,2,0,False,not_related_or_irrelevant,0,1,174,How can anyone dislike SMAP? Those guys are awesome. 311 earthquake,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382814118056431616,Wed Sep 25 10:29:32 +0000 2013,748,1,True,22150,2000,6,0,1,False,not_related_or_irrelevant,0,0,174,RT @JuD_Cyberteam: JUDReleif International Media Coverage in @BBCUrdu  Earthquake http://t.co/wiV9lPdTZt,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
382814125899784192,Wed Sep 25 10:29:34 +0000 2013,86,67,False,5968,2030,6,0,1,False,other_useful_information,0,0,176,"2.4 magnitude earthquake. 18km N of Middleton Island, Alaska.http://t.co/pZJnCOqquV",island,None,None,middleton,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
382814134032531456,Wed Sep 25 10:29:36 +0000 2013,8420,6345,False,134861,2056,6,0,1,False,displaced_people_and_evacuations,0,0,178,"RT @AnasMallick: More than 5 dozen Earthquake victims, mostly women and children, shifted to Karachi from Awaran.",awaran,None,None,karachi,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
382814138235236352,Wed Sep 25 10:29:37 +0000 2013,75,0,False,2190,2237,6,0,1,False,other_useful_information,0,0,179,"RT @seismicupdate: USGS M 3.0, 62km NNE of Road Town, British Virgin Islands http://t.co/kkWk0fvYR5 earthquake",town,islands,None,None,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
382814139623931904,Wed Sep 25 10:29:37 +0000 2013,2372,10,True,112781,1955,1,2,1,False,other_useful_information,2,0,179,"RT @everyEarthquake: USGS reports a M2.8 earthquake 5km ENE of Badger, Alaska on 9/28/13 @ 22:26:21 UTC http://t.co/EBf5HJIMrz quake",badger,alaska,None,None,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False
382814141620043776,Wed Sep 25 10:29:38 +0000 2013,1363,7,False,4385,2681,6,0,1,False,other_useful_information,1,0,180,"2.5 magnitude earthquake. 9 mi from Hollister, CA, United States.http://t.co/fVg6dLjmYb",None,ca,None,hollister,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False
382814144824479746,Wed Sep 25 10:29:39 +0000 2013,1858,4,False,19239,2753,6,0,1,False,other_useful_information,0,0,181,"earthquake M 6.7, Kermadec Islands, New Zealand http://t.co/ueylGfr3NX",islands,None,zealand,None,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
382814146620059648,Wed Sep 25 10:29:39 +0000 2013,29,489,True,617,1822,1,1,0,False,not_related_or_irrelevant,37,0,181,"Pakistan PM Nawaz Sharif said â€œIslam is a religion of peace, compassion and brotherhood.â€",None,None,pakistan,None,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
382814148851023872,Wed Sep 25 10:29:40 +0000 2013,2751,0,False,48537,2967,6,0,1,False,sympathy_and_emotional_support,0,0,182,"RT @AsimBajwaISPR: Earthquake: Appreciate the spirit of this young donor- F-9 Park Collection Point, Isd. http://t.co/x7G3SAfjNZ",isd,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
382814152969838592,Wed Sep 25 10:29:41 +0000 2013,17184,3,False,66701,2998,6,0,1,False,other_useful_information,5,1,183,@PatriciaLMalik The 7.8 magnitude earthquake in Pakistan creates island off the coast of Balochistan http://t.co/O6Y6ilAu9o jetlagged,balochistan,None,pakistan,None,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
382814156857950208,Wed Sep 25 10:29:42 +0000 2013,4524,192,True,56036,2258,1,2,0,False,other_useful_information,2,0,184,Web:  Powerful 6.1-magnitude earthquake strikes Mexico http://t.co/hHDyLmTqMa,None,None,mexico,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
382814158682877952,Wed Sep 25 10:29:42 +0000 2013,44,103,False,71,1831,1,1,1,False,other_useful_information,40,0,184,"1.6 magnitude earthquake. 5 km from Yucca Valley, CA, United States.http://t.co/zzzmE4uZ67",None,ca,None,valley,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False
382814164319993856,Wed Sep 25 10:29:43 +0000 2013,190,82,False,2510,2222,2,1,1,False,other_useful_information,1,0,185,"earthquake: M 1.0, Northern California http://t.co/uWqg8RYyIV",northern,california,None,None,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382814178768990208,Wed Sep 25 10:29:47 +0000 2013,1259,160,False,580882,3587,6,1,0,False,not_related_or_irrelevant,5,0,189,Some sources said that 1200 rape cases have been registered in Pakistan in last 6 months. :-( Nation needs some lectures on ethics.,None,None,pakistan,None,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
382814179624628224,Wed Sep 25 10:29:47 +0000 2013,3475,824,True,37341,2845,2,2,0,False,donation_needs_or_offers_or_volunteering_services,2,0,189,"RT @UWT_UK: Tent villages have been set up in in Muzaffargar, Pakistan to help families affected by flooding. http://t.co/eqg3uuV47w",muzaffargar,None,pakistan,None,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
382814190421168128,Wed Sep 25 10:29:49 +0000 2013,17538,3331,False,233174,2572,2,1,0,False,injured_or_dead_people,1,0,191,Death toll reaches 329. They have run out of 'kafan'. Ya Allah rehem!  Earthquake Awaran,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382814190421168128,Wed Sep 25 10:29:49 +0000 2013,17538,3331,False,233174,2572,2,1,0,False,injured_or_dead_people,1,0,191,Death toll reaches 329. They have run out of 'kafan'. Ya Allah rehem!  Earthquake Awaran,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382814190421168128,Wed Sep 25 10:29:49 +0000 2013,17538,3331,False,233174,2573,2,1,0,False,injured_or_dead_people,1,0,191,Death toll reaches 329. They have run out of 'kafan'. Ya Allah rehem!  Earthquake Awaran,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382814190421168128,Wed Sep 25 10:29:49 +0000 2013,17538,3331,False,233174,2573,2,1,0,False,injured_or_dead_people,1,0,191,Death toll reaches 329. They have run out of 'kafan'. Ya Allah rehem!  Earthquake Awaran,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382814241843343361,Wed Sep 25 10:30:02 +0000 2013,14491,22,True,135144,1926,6,0,0,False,donation_needs_or_offers_or_volunteering_services,2,1,204,"EarthQuake : Packed food items/ grains, bottled water, meds, tent/s can be deposited at COD, DHA or any nearby Rangers Unit. Karachi",None,None,None,karachi,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
382814257760321538,Wed Sep 25 10:30:06 +0000 2013,21756,486,False,22519,2849,2,0,0,False,injured_or_dead_people,0,0,208,RT @FoxNews: Death toll in Pakistan earthquake rises to 182 http://t.co/BCVKARh4LT,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
382814286654865408,Wed Sep 25 10:30:12 +0000 2013,5598,6344,False,377078,3484,2,1,1,False,injured_or_dead_people,16,0,214,"September 30, 1988. More Than 250 Innocent People Were Shot Dead In 5 Minutes! HyderabadMassacre Pakistan @MQMUSA",None,None,pakistan,None,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
382814335048773632,Wed Sep 25 10:30:24 +0000 2013,122569,1365,True,344174,3043,8,0,0,False,caution_and_advice,0,0,226,"earthquake: M 2.6, Central Alaska http://t.co/sFAz8knPC6",central,alaska,None,None,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382814341247938562,Wed Sep 25 10:30:25 +0000 2013,1808,783,True,41794,2168,4,1,0,False,other_useful_information,19,0,227,New island formed by a M7.7 earthquake yesterday off the coast of Pakistan. http://t.co/VbGavW3rDE,None,None,pakistan,None,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
382814365323247617,Wed Sep 25 10:30:31 +0000 2013,21484,3015,True,12230,2436,1,0,0,True,not_related_or_irrelevant,4,0,233,@etribune Twitter name island Pakistan earthquake possiblenamesofnewisland ZalaZalaIsland,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
382814369425285120,Wed Sep 25 10:30:32 +0000 2013,10432,291,True,207856,3275,2,0,1,False,infrastructure_and_utilities_damage,0,0,234,RT @Lensonbaloch: Reaching the earthquake victims is challenging in Awaran A part of Balochistan without any road network http://t.co/GCâ€¦,balochistan,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
382814374018031616,Wed Sep 25 10:30:33 +0000 2013,1610,2246,True,39976,2324,6,0,1,False,other_useful_information,0,0,235,"USGS reports a M1.2 earthquake 13km N of Morgan Hill, California on 9/28/13 @ 15:31:50 UTC http://t.co/ceZBTR6p2m quake",None,california,None,hill,False,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False
382814414220824576,Wed Sep 25 10:30:43 +0000 2013,181,752,False,5538,2674,6,1,0,False,donation_needs_or_offers_or_volunteering_services,5,0,245,RT @oxfamgbpress: Oxfam due to start aid distribution today to those affected by Pakistan earthquake http://t.co/CROvT0SkOr,None,None,pakistan,None,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
382814450119876608,Wed Sep 25 10:30:51 +0000 2013,739,687,True,12428,3037,3,2,1,False,donation_needs_or_offers_or_volunteering_services,0,0,253,PakArmy soldiers distributing relief goods among Earthquake victims bravo salute2pakarmy !! http://t.co/c6oIVCarTS,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
382814489831555072,Wed Sep 25 10:31:01 +0000 2013,972,120,False,108187,2493,2,0,0,False,other_useful_information,1,0,263,"ã€USGS Breakingã€‘ M 2.8, 55km N of Hatillo, Puerto Rico http://t.co/tczv51xzze PastHour 28 earthquake tsunami prayfromjapan",hatillo,rico,None,None,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False
382814490053451776,Wed Sep 25 10:31:01 +0000 2013,116,579,True,7666,2489,2,1,1,False,injured_or_dead_people,16,0,263,"""13 killed as bomb explodes in Pakistan near bus with government employees, Pakistani police official says - AP""",None,None,pakistan,None,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
382814495527038976,Wed Sep 25 10:31:02 +0000 2013,369,423,False,47633,2813,4,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,264,RT @AQpk: Salute to Pakistani soldiers/doctors/engineers flown to Balochistan to help our people after earthquake.,balochistan,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
382814514682413056,Wed Sep 25 10:31:07 +0000 2013,6513,691,False,5417,2199,0,1,0,False,sympathy_and_emotional_support,4,0,269,Prayers to those affected by the earthquake in Pakistan,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
382814523507621888,Wed Sep 25 10:31:09 +0000 2013,79677,2998,True,63781,3328,6,0,1,True,injured_or_dead_people,12,3,271,pakistan quake kills 39 and creates island - http://t.co/6PKacTEImh,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
382814530809511936,Wed Sep 25 10:31:11 +0000 2013,22,191,False,12,1747,5,0,1,False,injured_or_dead_people,0,0,273,RT @SabaQamarGEO: Death toll in fresh earthquake reaches 22 in Awaran. Ya Allah have mercy on Pakistan,awaran,None,pakistan,None,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
382814531753639936,Wed Sep 25 10:31:11 +0000 2013,455,295,False,12234,1779,2,1,0,False,not_related_or_irrelevant,5,0,273,"RT @NewPakistan2020: Friday Prayers a Group of Protestors holding the  Flag of Pakistan in  Srinagar http://t.co/ciPOjM4Nkk"" Kashmir",kashmir,None,pakistan,srinagar,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
382814538812641280,Wed Sep 25 10:31:13 +0000 2013,28844,987,False,304640,2979,5,1,0,False,injured_or_dead_people,7,0,275,9 bullet riddle dead bodies were found in different parts of Balochistan in Dera Bugti= 5 bodies and 4 bodies in Panjgur in 24hours @UN,panjgur,None,None,None,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
382814615500902400,Wed Sep 25 10:31:31 +0000 2013,41,10,True,360,1968,1,0,0,False,injured_or_dead_people,0,0,293,RT @ReutersIndia: Toll from Pakistan quake reaches 327 people - officials http://t.co/gIbHMNyeWz,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
382814617447436288,Wed Sep 25 10:31:31 +0000 2013,1234,632,True,9010,2566,1,3,0,False,injured_or_dead_people,0,0,293,"Natural disaster or man made disaster, end result is dead Pakistani, May God have mercy on us all Awaran Balochistan PeshawarChurchBlast",peshawarchurchblast,None,None,None,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
