TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,DeltaSeconds
503643180756393984,Sun Aug 24 20:41:06 +0000 2014,3267,2744,False,94877,3499,0,0,2,False,other_useful_information,0,0,OtherSite,49
503643181620015104,Sun Aug 24 20:41:06 +0000 2014,115,458,False,1378,3317,1,2,0,False,donation_needs_or_offers_or_volunteering_services,5,0,MobileApp,49
503643183675219968,Sun Aug 24 20:41:06 +0000 2014,100,182,False,57757,1509,0,0,1,False,other_useful_information,0,0,OtherSite,49
503643187034853376,Sun Aug 24 20:41:07 +0000 2014,100,182,False,57757,1509,0,0,1,False,caution_and_advice,0,0,OtherSite,50
503643187903488000,Sun Aug 24 20:41:07 +0000 2014,1873,1300,True,6739,3351,1,2,1,False,injured_or_dead_people,6,0,MobileApp,50
503643190864257024,Sun Aug 24 20:41:08 +0000 2014,1828,2375,False,36682,2534,0,1,1,False,sympathy_and_emotional_support,0,0,Developer,51
503643191061401601,Sun Aug 24 20:41:08 +0000 2014,100,182,False,57757,1509,0,0,1,False,infrastructure_and_utilities_damage,0,0,OtherSite,51
503643192734916608,Sun Aug 24 20:41:09 +0000 2014,11192,937,False,7150,3342,0,0,0,False,not_related_or_irrelevant,0,0,MobileApp,52
503643196945997825,Sun Aug 24 20:41:10 +0000 2014,30625,21956,False,133180,2492,1,2,0,False,other_useful_information,8,0,Client Web,53
503643197969424384,Sun Aug 24 20:41:10 +0000 2014,681,1981,True,6372,3338,0,0,1,False,other_useful_information,0,0,Developer,53
503643198116225024,Sun Aug 24 20:41:10 +0000 2014,185,430,False,12915,2224,0,1,1,False,other_useful_information,8,0,MobileApp,53
503643202125955073,Sun Aug 24 20:41:11 +0000 2014,4723,2170,True,741965,2768,0,0,2,False,infrastructure_and_utilities_damage,0,0,Twitterfeed,54
503643204156006400,Sun Aug 24 20:41:11 +0000 2014,675,497,True,7681,3596,2,1,0,False,injured_or_dead_people,4542,0,Client Web,54
503643204865236992,Sun Aug 24 20:41:11 +0000 2014,810,649,True,92044,2308,0,1,0,False,other_useful_information,6,0,Client Web,54
503643205280468992,Sun Aug 24 20:41:12 +0000 2014,44,268,False,445,3585,2,1,0,False,injured_or_dead_people,4542,0,Client Web,55
503643205879861250,Sun Aug 24 20:41:12 +0000 2014,752,1019,False,31931,2465,0,1,0,False,other_useful_information,31,0,Client Web,55
503643206219624450,Sun Aug 24 20:41:12 +0000 2014,3089,4834,True,1267110,3161,0,0,1,False,caution_and_advice,0,0,OtherSite,55
503643207486283776,Sun Aug 24 20:41:12 +0000 2014,1428,894,True,32300,1734,2,1,0,False,other_useful_information,4542,0,MobileApp,55
503643208169967616,Sun Aug 24 20:41:12 +0000 2014,29,0,False,3531,3365,0,0,1,False,infrastructure_and_utilities_damage,0,0,Twitterfeed,55
503643209894211587,Sun Aug 24 20:41:13 +0000 2014,891,863,True,13436,1381,3,1,0,False,other_useful_information,12,0,Client Web,56
503643212112994305,Sun Aug 24 20:41:13 +0000 2014,675,2540,True,3267,3304,0,1,1,False,other_useful_information,3,0,MobileApp,56
503643213979070465,Sun Aug 24 20:41:14 +0000 2014,699,1291,True,17325,2967,1,0,0,False,other_useful_information,0,0,Client Web,57
503643214180392961,Sun Aug 24 20:41:14 +0000 2014,1394,864,True,148138,1803,0,0,0,False,infrastructure_and_utilities_damage,0,0,Twitterfeed,57
503643214834724864,Sun Aug 24 20:41:14 +0000 2014,354,431,True,638,2210,0,1,1,False,other_useful_information,2,0,MobileApp,57
503643215950389249,Sun Aug 24 20:41:14 +0000 2014,52,23,False,103668,1583,0,0,0,False,other_useful_information,0,0,Twitterfeed,57
503643216084602880,Sun Aug 24 20:41:14 +0000 2014,79,101,True,6723,2717,0,1,0,False,infrastructure_and_utilities_damage,38,0,MobileApp,57
503643216424357888,Sun Aug 24 20:41:14 +0000 2014,66,30,False,102040,1585,0,0,0,False,sympathy_and_emotional_support,0,0,Twitterfeed,57
503643218278240256,Sun Aug 24 20:41:15 +0000 2014,41,0,False,100018,1750,0,0,0,False,not_related_or_irrelevant,0,0,Twitterfeed,58
503643218714439680,Sun Aug 24 20:41:15 +0000 2014,367,863,False,32196,2253,1,1,0,False,infrastructure_and_utilities_damage,2104,0,MobileApp,58
503643219885031424,Sun Aug 24 20:41:15 +0000 2014,13643,2175,True,14009,2973,0,0,0,True,not_related_or_irrelevant,1,0,MobileApp,58
503643220949991424,Sun Aug 24 20:41:15 +0000 2014,1822,1862,False,60093,2728,0,0,1,False,not_related_or_irrelevant,0,0,Twitterfeed,58
503643221218824192,Sun Aug 24 20:41:15 +0000 2014,774,1285,True,2351,1422,0,2,0,False,not_related_or_irrelevant,9,0,Client Web,58
503643222598356992,Sun Aug 24 20:41:16 +0000 2014,147,0,False,162727,1481,0,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,59
503643227074080768,Sun Aug 24 20:41:17 +0000 2014,289730,283254,True,4665,3238,2,0,1,False,injured_or_dead_people,9,5,Instagram,60
503643227858030593,Sun Aug 24 20:41:17 +0000 2014,277,299,True,3359,3171,3,3,0,False,other_useful_information,339,0,MobileApp,60
503643229460262912,Sun Aug 24 20:41:17 +0000 2014,357,893,True,15818,3366,0,1,0,False,infrastructure_and_utilities_damage,0,0,MobileApp,60
503643233834893313,Sun Aug 24 20:41:18 +0000 2014,129652,271,False,700149,3338,0,0,1,False,injured_or_dead_people,0,0,OtherSite,61
503643235265576960,Sun Aug 24 20:41:19 +0000 2014,1572,2149,True,66213,1423,0,1,0,False,other_useful_information,31,0,MobileApp,62
503643236267982850,Sun Aug 24 20:41:19 +0000 2014,195,117,False,4401,1673,0,1,1,False,injured_or_dead_people,237,0,Client Web,62
503643237022564352,Sun Aug 24 20:41:19 +0000 2014,6656,6482,False,118878,1395,0,0,1,False,other_useful_information,0,0,OtherSite,62
503643239782420480,Sun Aug 24 20:41:20 +0000 2014,56,314,False,5268,1411,5,1,0,False,other_useful_information,1,0,MobileApp,63
503643240000540672,Sun Aug 24 20:41:20 +0000 2014,972,717,False,18555,2357,5,2,0,False,other_useful_information,2,0,Tablet,63
503643244337451008,Sun Aug 24 20:41:21 +0000 2014,258,736,True,492952,3327,0,0,1,False,other_useful_information,0,0,OtherSite,64
503643250842796032,Sun Aug 24 20:41:22 +0000 2014,14983,15821,True,2389532,2890,0,0,1,False,other_useful_information,0,0,OtherSite,65
503643253875286016,Sun Aug 24 20:41:23 +0000 2014,10,160,True,683,1394,0,2,0,False,not_related_or_irrelevant,409,0,MobileApp,66
503643256409030657,Sun Aug 24 20:41:24 +0000 2014,1808,574,False,30750,3660,2,1,0,False,injured_or_dead_people,0,0,UnofficialApps,67
503643261315985408,Sun Aug 24 20:41:25 +0000 2014,33374,36815,False,142857,3158,0,0,1,False,injured_or_dead_people,0,0,Twitterfeed,68
503643262541111296,Sun Aug 24 20:41:25 +0000 2014,463,605,False,722,1992,1,5,0,False,other_useful_information,12,0,UnofficialApps,68
503643263018872832,Sun Aug 24 20:41:25 +0000 2014,6767,1602,True,8084,3336,0,1,0,True,other_useful_information,4,4,MobileApp,68
503643274926518272,Sun Aug 24 20:41:28 +0000 2014,298,290,True,17569,2144,2,1,0,False,not_related_or_irrelevant,4542,0,MobileApp,71
503643275266228224,Sun Aug 24 20:41:28 +0000 2014,1061,560,True,4362,2680,2,1,0,False,other_useful_information,58,0,MobileApp,71
503643276499353600,Sun Aug 24 20:41:29 +0000 2014,643,1066,False,7206,2300,0,2,0,False,other_useful_information,4,0,MobileApp,72
503643276654559233,Sun Aug 24 20:41:29 +0000 2014,46,77,True,4180,2365,1,1,0,False,other_useful_information,3,0,MobileApp,72
503643278697189378,Sun Aug 24 20:41:29 +0000 2014,621,417,True,36557,2079,2,1,1,False,infrastructure_and_utilities_damage,29,0,Client Web,72
503643279083061248,Sun Aug 24 20:41:29 +0000 2014,2372,20,False,45117,1828,0,0,0,False,infrastructure_and_utilities_damage,0,0,MobileApp,72
503643280400453633,Sun Aug 24 20:41:29 +0000 2014,37170,2802,False,32666,3330,1,2,0,True,infrastructure_and_utilities_damage,11,0,Client Web,72
503643280475582464,Sun Aug 24 20:41:29 +0000 2014,59,3,True,992,2673,0,0,1,False,injured_or_dead_people,0,0,Facebook,72
503643284174929920,Sun Aug 24 20:41:30 +0000 2014,570,428,True,9946,3080,0,0,1,False,infrastructure_and_utilities_damage,0,0,Developer,73
503643285572055042,Sun Aug 24 20:41:31 +0000 2014,52,617,True,121,3112,0,1,0,False,not_related_or_irrelevant,661,0,MobileApp,74
503643287706931201,Sun Aug 24 20:41:31 +0000 2014,31,58,True,130,3297,1,1,0,False,caution_and_advice,968,0,MobileApp,74
503643287954001920,Sun Aug 24 20:41:31 +0000 2014,74,212,True,959,3799,1,1,1,False,other_useful_information,0,0,MobileApp,74
503643288612913153,Sun Aug 24 20:41:31 +0000 2014,2315,367,False,33533,2800,3,1,1,False,infrastructure_and_utilities_damage,0,0,UnofficialApps,74
503643289317552128,Sun Aug 24 20:41:32 +0000 2014,6089,1206,True,121523,3200,3,1,1,False,infrastructure_and_utilities_damage,0,0,UnofficialApps,75
503643290307403776,Sun Aug 24 20:41:32 +0000 2014,524,145,False,12836,1714,3,1,1,False,other_useful_information,0,0,UnofficialApps,75
503643291150458880,Sun Aug 24 20:41:32 +0000 2014,2273,539,False,76889,2558,3,1,1,False,donation_needs_or_offers_or_volunteering_services,0,0,UnofficialApps,75
503643291167248384,Sun Aug 24 20:41:32 +0000 2014,28223,15431,True,384461,3622,2,1,0,False,other_useful_information,1,0,OtherSite,75
503643291758260224,Sun Aug 24 20:41:32 +0000 2014,643,1066,False,7206,2300,0,1,0,False,other_useful_information,8,0,MobileApp,75
503643291859292161,Sun Aug 24 20:41:32 +0000 2014,1257,231,False,49043,2761,3,1,1,False,other_useful_information,0,0,UnofficialApps,75
503643292505210880,Sun Aug 24 20:41:32 +0000 2014,978,307,False,18868,2601,3,1,1,False,other_useful_information,0,0,UnofficialApps,75
503643293176332289,Sun Aug 24 20:41:32 +0000 2014,2784,708,False,34591,2767,3,1,1,False,other_useful_information,1,0,UnofficialApps,75
503643293406609409,Sun Aug 24 20:41:33 +0000 2014,3266,1481,False,2763,3374,0,1,0,True,donation_needs_or_offers_or_volunteering_services,30,0,Client Web,76
503643293880963072,Sun Aug 24 20:41:33 +0000 2014,1462,333,False,38346,2141,3,1,1,False,other_useful_information,0,0,UnofficialApps,76
503643294573006849,Sun Aug 24 20:41:33 +0000 2014,1358,216,False,40049,2203,3,1,1,False,injured_or_dead_people,0,0,UnofficialApps,76
503643295218958338,Sun Aug 24 20:41:33 +0000 2014,1389,189,False,27859,2157,3,1,1,False,caution_and_advice,0,0,UnofficialApps,76
503643296577880064,Sun Aug 24 20:41:33 +0000 2014,535,85,False,44854,1778,3,1,1,False,injured_or_dead_people,0,0,UnofficialApps,76
503643297685200896,Sun Aug 24 20:41:34 +0000 2014,3612,283,True,41666,3315,3,1,1,False,other_useful_information,0,0,UnofficialApps,77
503643298310148097,Sun Aug 24 20:41:34 +0000 2014,3979,897,False,120931,3035,3,1,1,False,other_useful_information,0,1,UnofficialApps,77
503643298657861632,Sun Aug 24 20:41:34 +0000 2014,829,1691,False,28760,3370,0,0,0,False,other_useful_information,0,0,UnofficialApps,77
503643298918334465,Sun Aug 24 20:41:34 +0000 2014,115,308,True,885,2324,0,1,0,False,infrastructure_and_utilities_damage,435,0,MobileApp,77
503643299329359872,Sun Aug 24 20:41:34 +0000 2014,484,186,False,8978,1572,3,1,1,False,other_useful_information,0,0,UnofficialApps,77
503643299996241920,Sun Aug 24 20:41:34 +0000 2014,327,98,False,73017,2157,3,1,1,False,other_useful_information,0,0,UnofficialApps,77
503643300877058049,Sun Aug 24 20:41:34 +0000 2014,2995,588,False,143664,2463,3,1,1,False,caution_and_advice,0,0,UnofficialApps,77
503643301535551490,Sun Aug 24 20:41:34 +0000 2014,1357,420,False,36695,2239,3,1,1,False,other_useful_information,0,0,UnofficialApps,77
503643302130753536,Sun Aug 24 20:41:35 +0000 2014,1011,415,True,42938,2633,0,2,0,False,other_useful_information,8,0,MobileApp,78
503643302147915777,Sun Aug 24 20:41:35 +0000 2014,853,280,False,60720,2608,3,1,1,False,infrastructure_and_utilities_damage,0,0,UnofficialApps,78
503643302915489795,Sun Aug 24 20:41:35 +0000 2014,2209,445,False,151571,2966,3,1,1,False,other_useful_information,0,0,UnofficialApps,78
503643303490109440,Sun Aug 24 20:41:35 +0000 2014,270,543,False,107444,3185,0,1,0,False,other_useful_information,37,0,MobileApp,78
503643304039575552,Sun Aug 24 20:41:35 +0000 2014,1796,349,False,25486,2653,3,1,1,False,other_useful_information,0,0,UnofficialApps,78
503643304790360065,Sun Aug 24 20:41:35 +0000 2014,2850,302,False,88768,2643,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,78
503643305352372224,Sun Aug 24 20:41:35 +0000 2014,12629,563,True,71900,2758,0,1,1,False,injured_or_dead_people,174,0,MobileApp,78
503643306291896320,Sun Aug 24 20:41:36 +0000 2014,3954,737,True,57418,3062,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,79
503643306971398144,Sun Aug 24 20:41:36 +0000 2014,8064,610,False,82465,3038,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,79
503643307071639552,Sun Aug 24 20:41:36 +0000 2014,2726,656,True,2295,2447,1,1,1,False,not_related_or_irrelevant,1,0,Developer,79
503643307684421632,Sun Aug 24 20:41:36 +0000 2014,1472,259,False,39067,2141,3,1,1,False,caution_and_advice,0,0,UnofficialApps,79
503643308460347392,Sun Aug 24 20:41:36 +0000 2014,2154,428,False,119524,2239,3,1,1,False,injured_or_dead_people,0,0,UnofficialApps,79
