TweetID,CreationTime,DeltaSeconds,Followed,Followers,GeoTagged,Label,TotalTweets,TwitterAge,Verified,nHashTags,nLikes,nMentions,nRetweets,nUrls
503643011990183936,Sun Aug 24 20:40:25 +0000 2014,0:00:08,728,255,True,other_useful_information,1370,1835,False,0,0,0,0,1
503643013852463104,Sun Aug 24 20:40:26 +0000 2014,0:00:09,14912,14434,True,infrastructure_and_utilities_damage,674066,2272,False,0,0,1,36,1
503643016653860864,Sun Aug 24 20:40:27 +0000 2014,0:00:10,194,260,True,injured_or_dead_people,8245,2557,False,1,0,0,3009,0
503643018906570752,Sun Aug 24 20:40:27 +0000 2014,0:00:10,463,2019,True,other_useful_information,131671,3377,False,0,0,2,217,0
503643019653181440,Sun Aug 24 20:40:27 +0000 2014,0:00:10,190,167,True,injured_or_dead_people,883,1963,False,1,0,1,2,0
503643027076694016,Sun Aug 24 20:40:29 +0000 2014,0:00:12,846,1182,True,infrastructure_and_utilities_damage,70565,2744,False,0,0,0,0,0
503643028591218688,Sun Aug 24 20:40:29 +0000 2014,0:00:12,263,98,True,other_useful_information,1186,3166,False,2,0,1,29,1
503643029559734272,Sun Aug 24 20:40:30 +0000 2014,0:00:13,741,1851,True,other_useful_information,6593,3030,False,1,3,7,4,0
503643033016233985,Sun Aug 24 20:40:30 +0000 2014,0:00:13,3093,3691,True,infrastructure_and_utilities_damage,13998,3367,False,1,0,1,0,1
503643033280462848,Sun Aug 24 20:40:31 +0000 2014,0:00:14,1898,2213,False,other_useful_information,155846,2441,False,1,0,2,8,0
503643033905410048,Sun Aug 24 20:40:31 +0000 2014,0:00:14,4332,3534,True,other_useful_information,72717,2642,False,0,0,1,30,0
503643033909202947,Sun Aug 24 20:40:31 +0000 2014,0:00:14,1844,965,False,other_useful_information,11080,2263,False,1,0,1,34,0
503643036996227073,Sun Aug 24 20:40:31 +0000 2014,0:00:14,1611,490,False,other_useful_information,6164,3066,False,0,0,1,38,0
503643039764860932,Sun Aug 24 20:40:32 +0000 2014,0:00:15,36,104,False,injured_or_dead_people,2851,1653,False,4,0,0,0,1
503643040171700225,Sun Aug 24 20:40:32 +0000 2014,0:00:15,566,1322,True,caution_and_advice,175746,3251,False,2,0,1,32,1
503643042926977025,Sun Aug 24 20:40:33 +0000 2014,0:00:16,293,154,False,sympathy_and_emotional_support,16636,2206,False,0,0,1,18,0
503643044642848768,Sun Aug 24 20:40:33 +0000 2014,0:00:16,227,183,True,other_useful_information,210,2069,False,0,0,1,11,0
503643044827394048,Sun Aug 24 20:40:33 +0000 2014,0:00:16,813,342,False,other_useful_information,8759,1879,False,2,0,2,0,0
503643045305516033,Sun Aug 24 20:40:33 +0000 2014,0:00:16,1115,812,True,infrastructure_and_utilities_damage,5373,2103,False,0,0,1,8,1
503643045867188224,Sun Aug 24 20:40:34 +0000 2014,0:00:17,2059,1641,False,not_related_or_irrelevant,240879,2269,False,0,0,1,435,0
503643050128592896,Sun Aug 24 20:40:35 +0000 2014,0:00:18,258,660,True,injured_or_dead_people,10033,4086,False,1,0,0,0,0
503643054327484418,Sun Aug 24 20:40:36 +0000 2014,0:00:19,646,810,True,injured_or_dead_people,91953,2303,False,1,0,1,671,1
503643056629768192,Sun Aug 24 20:40:36 +0000 2014,0:00:19,133,54,True,other_useful_information,2882,2130,False,1,0,1,31,1
503643062715703296,Sun Aug 24 20:40:38 +0000 2014,0:00:21,340,362,True,other_useful_information,2502,1940,False,2,0,1,4542,0
503643062913212416,Sun Aug 24 20:40:38 +0000 2014,0:00:21,1781,2672,False,injured_or_dead_people,811539,2152,False,0,0,0,0,1
503643063450083328,Sun Aug 24 20:40:38 +0000 2014,0:00:21,2368,672,True,injured_or_dead_people,691,1444,False,1,0,2,17,0
503643063529398272,Sun Aug 24 20:40:38 +0000 2014,0:00:21,204,48,True,other_useful_information,173,3384,False,0,0,0,0,1
503643073335685120,Sun Aug 24 20:40:40 +0000 2014,0:00:23,232,849,False,infrastructure_and_utilities_damage,42876,2520,False,0,0,0,5,0
503643077836546048,Sun Aug 24 20:40:41 +0000 2014,0:00:24,1111,2092,True,infrastructure_and_utilities_damage,4867,2904,True,0,1,1,1,1
503643080005013505,Sun Aug 24 20:40:42 +0000 2014,0:00:25,4139,4695,False,other_useful_information,58720,1596,False,0,0,1,0,1
503643081066184704,Sun Aug 24 20:40:42 +0000 2014,0:00:25,57,343,False,sympathy_and_emotional_support,4660,2407,False,0,0,0,0,1
503643093589958657,Sun Aug 24 20:40:45 +0000 2014,0:00:28,186,254,False,other_useful_information,14043,3857,False,0,0,0,0,0
503643098891575296,Sun Aug 24 20:40:46 +0000 2014,0:00:29,1524,1474,True,other_useful_information,50864,3320,False,0,0,0,0,1
503643104709066752,Sun Aug 24 20:40:48 +0000 2014,0:00:31,0,3,False,other_useful_information,8030,1492,False,0,0,0,0,1
503643105338216448,Sun Aug 24 20:40:48 +0000 2014,0:00:31,1903,2131,True,infrastructure_and_utilities_damage,22511,2644,False,1,0,4,8,1
503643105485004800,Sun Aug 24 20:40:48 +0000 2014,0:00:31,0,3,False,injured_or_dead_people,8030,1492,False,0,0,0,0,1
503643109620588544,Sun Aug 24 20:40:49 +0000 2014,0:00:32,168,23,False,injured_or_dead_people,936,2619,False,0,0,3,58,0
503643112363671552,Sun Aug 24 20:40:49 +0000 2014,0:00:32,1274,2136,True,infrastructure_and_utilities_damage,3212,4058,False,0,0,1,18,0
503643117308764160,Sun Aug 24 20:40:51 +0000 2014,0:00:34,18195,17772,True,other_useful_information,83382,2246,False,1,0,1,40,1
503643124787609600,Sun Aug 24 20:40:52 +0000 2014,0:00:35,748,1487,True,donation_needs_or_offers_or_volunteering_services,100677,2414,False,1,0,0,3009,0
503643126141947904,Sun Aug 24 20:40:53 +0000 2014,0:00:36,745,135,False,other_useful_information,17700,2778,False,1,0,1,11,1
503643126683009025,Sun Aug 24 20:40:53 +0000 2014,0:00:36,5057,3813,False,not_related_or_irrelevant,28959,3299,True,1,0,3,3,1
503643127132221440,Sun Aug 24 20:40:53 +0000 2014,0:00:36,1111,2092,True,other_useful_information,4867,2904,True,0,1,1,2,1
503643127253450753,Sun Aug 24 20:40:53 +0000 2014,0:00:36,128,29,False,other_useful_information,1176,2218,False,0,0,1,0,1
503643128931565568,Sun Aug 24 20:40:53 +0000 2014,0:00:36,1234,3448,True,other_useful_information,12239,2667,True,3,0,2,2,0
503643128994086912,Sun Aug 24 20:40:53 +0000 2014,0:00:36,700,917,True,other_useful_information,34928,2646,False,0,0,1,9,1
503643130923466753,Sun Aug 24 20:40:54 +0000 2014,0:00:37,77,46,True,other_useful_information,4180,2360,False,2,0,1,23,0
503643131624292352,Sun Aug 24 20:40:54 +0000 2014,0:00:37,14,193,False,injured_or_dead_people,654793,1565,False,0,0,0,0,1
503643136636506112,Sun Aug 24 20:40:55 +0000 2014,0:00:38,14,193,False,caution_and_advice,654793,1565,False,0,0,0,0,1
503643138968133632,Sun Aug 24 20:40:56 +0000 2014,0:00:39,336,85,False,other_useful_information,1719,1436,False,2,0,2,0,0
503643144148099072,Sun Aug 24 20:40:57 +0000 2014,0:00:40,298,707,False,infrastructure_and_utilities_damage,24336,2776,False,2,0,1,29,1
503643146115223552,Sun Aug 24 20:40:57 +0000 2014,0:00:40,18195,17772,True,infrastructure_and_utilities_damage,83382,2246,False,1,0,1,2,1
503643149374205952,Sun Aug 24 20:40:58 +0000 2014,0:00:41,31,47,False,other_useful_information,289,2234,False,0,0,2,0,1
503643151970869249,Sun Aug 24 20:40:59 +0000 2014,0:00:42,186,218,False,other_useful_information,23183,2624,False,0,0,1,661,0
503643154797854720,Sun Aug 24 20:41:00 +0000 2014,0:00:43,4260,1692,True,other_useful_information,26910,1959,False,1,0,1,74,0
503643156358115328,Sun Aug 24 20:41:00 +0000 2014,0:00:43,713,2940,True,infrastructure_and_utilities_damage,5125,3310,False,2,0,1,4542,0
503643156668096513,Sun Aug 24 20:41:00 +0000 2014,0:00:43,654,555,False,infrastructure_and_utilities_damage,11182,3279,False,2,0,1,4,1
503643156941111296,Sun Aug 24 20:41:00 +0000 2014,0:00:43,5867,6864,False,other_useful_information,101245,4031,False,0,0,2,26,0
503643158580690944,Sun Aug 24 20:41:00 +0000 2014,0:00:43,3214,773,True,not_related_or_irrelevant,101370,3359,False,0,0,1,141,1
503643158748880896,Sun Aug 24 20:41:00 +0000 2014,0:00:43,212,237,True,injured_or_dead_people,21324,2476,False,2,0,1,4542,0
503643159088218112,Sun Aug 24 20:41:01 +0000 2014,0:00:44,555,322,False,other_useful_information,6941,3039,False,3,0,1,3,0
503643159239622656,Sun Aug 24 20:41:01 +0000 2014,0:00:44,863,890,True,infrastructure_and_utilities_damage,13437,1376,False,0,0,1,753,1
503643162515349505,Sun Aug 24 20:41:01 +0000 2014,0:00:44,407,13429,False,other_useful_information,285310,2907,False,1,0,1,1,0
503643163857526784,Sun Aug 24 20:41:02 +0000 2014,0:00:45,416,449,False,other_useful_information,5486,2295,False,0,0,1,30,0
503643164834803712,Sun Aug 24 20:41:02 +0000 2014,0:00:45,959,250,False,sympathy_and_emotional_support,3702,3148,False,0,0,1,41,0
503643166453825537,Sun Aug 24 20:41:02 +0000 2014,0:00:45,69,187,False,donation_needs_or_offers_or_volunteering_services,23846,3580,False,2,0,1,172,1
503643168324071424,Sun Aug 24 20:41:03 +0000 2014,0:00:46,1020,1195,True,infrastructure_and_utilities_damage,2182,3304,False,1,0,1,42,0
503643168941015040,Sun Aug 24 20:41:03 +0000 2014,0:00:46,1482,4673,False,other_useful_information,51611,3368,False,5,0,0,0,0
503643169402003456,Sun Aug 24 20:41:03 +0000 2014,0:00:46,176,233,True,injured_or_dead_people,3417,1965,False,1,0,1,31,1
503643169524047873,Sun Aug 24 20:41:03 +0000 2014,0:00:46,509,163,False,injured_or_dead_people,2935,2938,False,0,0,1,19,0
503643171327602689,Sun Aug 24 20:41:03 +0000 2014,0:00:46,274,34,True,not_related_or_irrelevant,382,2289,False,0,0,1,0,1
503643171352739842,Sun Aug 24 20:41:03 +0000 2014,0:00:46,5003,1699,False,other_useful_information,115977,1836,False,1,0,2,44,0
503643171775983616,Sun Aug 24 20:41:04 +0000 2014,0:00:47,420,177,True,sympathy_and_emotional_support,2812,2034,False,1,0,2,17,0
503643175550861314,Sun Aug 24 20:41:05 +0000 2014,0:00:48,371,270,True,other_useful_information,41129,2877,False,1,0,1,10,1
503643176272265216,Sun Aug 24 20:41:05 +0000 2014,0:00:48,948,296531,False,other_useful_information,121954,3935,True,0,1,0,14,1
503643180412436480,Sun Aug 24 20:41:06 +0000 2014,0:00:49,431,267,True,other_useful_information,12031,3451,False,0,0,3,1,0
503643180508909570,Sun Aug 24 20:41:06 +0000 2014,0:00:49,101,132,True,other_useful_information,9049,3690,False,1,0,2,34,1
503643180756393984,Sun Aug 24 20:41:06 +0000 2014,0:00:49,2745,3266,False,other_useful_information,94840,3495,False,0,0,0,0,2
503643181620015104,Sun Aug 24 20:41:06 +0000 2014,0:00:49,458,115,False,donation_needs_or_offers_or_volunteering_services,1378,3312,False,1,0,2,5,0
503643183675219968,Sun Aug 24 20:41:06 +0000 2014,0:00:49,182,100,False,other_useful_information,57757,1505,False,0,0,0,0,1
503643187034853376,Sun Aug 24 20:41:07 +0000 2014,0:00:50,182,100,False,caution_and_advice,57757,1505,False,0,0,0,0,1
503643187903488000,Sun Aug 24 20:41:07 +0000 2014,0:00:50,1298,1874,True,injured_or_dead_people,6730,3346,False,1,0,2,6,1
503643190864257024,Sun Aug 24 20:41:08 +0000 2014,0:00:51,2399,1821,False,sympathy_and_emotional_support,36615,2530,False,0,0,1,0,1
503643191061401601,Sun Aug 24 20:41:08 +0000 2014,0:00:51,182,100,False,infrastructure_and_utilities_damage,57757,1505,False,0,0,0,0,1
503643192734916608,Sun Aug 24 20:41:09 +0000 2014,0:00:52,936,11203,False,not_related_or_irrelevant,7148,3338,False,0,0,0,0,0
503643196945997825,Sun Aug 24 20:41:10 +0000 2014,0:00:53,21972,30653,False,other_useful_information,133178,2487,False,1,0,2,8,0
503643197969424384,Sun Aug 24 20:41:10 +0000 2014,0:00:53,1981,681,True,other_useful_information,6372,3333,False,0,0,0,0,1
503643198116225024,Sun Aug 24 20:41:10 +0000 2014,0:00:53,429,185,False,other_useful_information,12894,2220,False,0,0,1,8,1
503643202125955073,Sun Aug 24 20:41:11 +0000 2014,0:00:54,2171,4726,True,infrastructure_and_utilities_damage,741920,2764,False,0,0,0,0,2
503643204156006400,Sun Aug 24 20:41:11 +0000 2014,0:00:54,496,676,True,injured_or_dead_people,7676,3591,False,2,0,1,4542,0
503643204865236992,Sun Aug 24 20:41:11 +0000 2014,0:00:54,646,810,True,other_useful_information,91953,2303,False,0,0,1,6,0
503643205280468992,Sun Aug 24 20:41:12 +0000 2014,0:00:55,269,44,False,injured_or_dead_people,445,3581,False,2,0,1,4542,0
503643205879861250,Sun Aug 24 20:41:12 +0000 2014,0:00:55,995,746,False,other_useful_information,31767,2460,False,0,0,1,31,0
503643206219624450,Sun Aug 24 20:41:12 +0000 2014,0:00:55,4844,3101,True,caution_and_advice,1267118,3156,False,0,0,0,0,1
503643207486283776,Sun Aug 24 20:41:12 +0000 2014,0:00:55,896,1430,True,other_useful_information,32302,1729,False,2,0,1,4542,0
503643208169967616,Sun Aug 24 20:41:12 +0000 2014,0:00:55,0,29,False,infrastructure_and_utilities_damage,3531,3360,False,0,0,0,0,1
503643209894211587,Sun Aug 24 20:41:13 +0000 2014,0:00:56,863,890,True,other_useful_information,13437,1376,False,3,0,1,12,0
503643212112994305,Sun Aug 24 20:41:13 +0000 2014,0:00:56,2539,679,True,other_useful_information,3266,3300,False,0,0,1,3,1
503643213979070465,Sun Aug 24 20:41:14 +0000 2014,0:00:57,1291,699,True,other_useful_information,17325,2962,False,1,0,0,0,0
503643214180392961,Sun Aug 24 20:41:14 +0000 2014,0:00:57,864,1394,True,infrastructure_and_utilities_damage,148138,1799,False,0,0,0,0,0
503643214834724864,Sun Aug 24 20:41:14 +0000 2014,0:00:57,431,354,True,other_useful_information,638,2205,False,0,0,1,2,1
503643215950389249,Sun Aug 24 20:41:14 +0000 2014,0:00:57,23,53,False,other_useful_information,103668,1578,False,0,0,0,0,0
503643216084602880,Sun Aug 24 20:41:14 +0000 2014,0:00:57,101,79,True,infrastructure_and_utilities_damage,6723,2712,False,0,0,1,38,0
503643216424357888,Sun Aug 24 20:41:14 +0000 2014,0:00:57,30,66,False,sympathy_and_emotional_support,102040,1581,False,0,0,0,0,0
503643218278240256,Sun Aug 24 20:41:15 +0000 2014,0:00:58,0,41,False,not_related_or_irrelevant,100018,1745,False,0,0,0,0,0
503643218714439680,Sun Aug 24 20:41:15 +0000 2014,0:00:58,869,364,False,infrastructure_and_utilities_damage,32032,2249,False,1,0,1,2104,0
503643219885031424,Sun Aug 24 20:41:15 +0000 2014,0:00:58,2173,13640,True,not_related_or_irrelevant,13990,2969,True,0,0,0,1,0
503643220949991424,Sun Aug 24 20:41:15 +0000 2014,0:00:58,1862,1823,False,not_related_or_irrelevant,60093,2724,False,0,0,0,0,1
503643221218824192,Sun Aug 24 20:41:15 +0000 2014,0:00:58,1285,776,True,not_related_or_irrelevant,2350,1418,False,0,0,2,9,0
503643222598356992,Sun Aug 24 20:41:16 +0000 2014,0:00:59,0,147,False,donation_needs_or_offers_or_volunteering_services,162727,1477,False,0,0,0,0,1
503643227074080768,Sun Aug 24 20:41:17 +0000 2014,0:01:00,283458,289982,True,injured_or_dead_people,4665,3234,False,2,5,0,9,1
503643227858030593,Sun Aug 24 20:41:17 +0000 2014,0:01:00,299,278,True,other_useful_information,3352,3166,False,3,0,3,339,0
503643229460262912,Sun Aug 24 20:41:17 +0000 2014,0:01:00,888,359,True,infrastructure_and_utilities_damage,15789,3362,False,0,0,1,0,0
503643233834893313,Sun Aug 24 20:41:18 +0000 2014,0:01:01,271,129642,False,injured_or_dead_people,700144,3334,False,0,0,0,0,1
503643235265576960,Sun Aug 24 20:41:19 +0000 2014,0:01:02,2141,1566,True,other_useful_information,65751,1418,False,0,0,1,31,0
503643236267982850,Sun Aug 24 20:41:19 +0000 2014,0:01:02,114,194,False,injured_or_dead_people,4301,1668,False,0,0,1,238,1
503643237022564352,Sun Aug 24 20:41:19 +0000 2014,0:01:02,6487,6704,False,other_useful_information,118878,1391,False,0,0,0,0,1
503643239782420480,Sun Aug 24 20:41:20 +0000 2014,0:01:03,314,56,False,other_useful_information,5268,1406,False,5,0,1,1,0
503643240000540672,Sun Aug 24 20:41:20 +0000 2014,0:01:03,716,972,False,other_useful_information,18564,2353,False,5,0,2,2,0
503643244337451008,Sun Aug 24 20:41:21 +0000 2014,0:01:04,735,260,True,other_useful_information,492906,3323,False,0,0,0,0,1
503643250842796032,Sun Aug 24 20:41:22 +0000 2014,0:01:05,15764,14974,True,other_useful_information,2388767,2886,False,0,0,0,0,1
503643253875286016,Sun Aug 24 20:41:23 +0000 2014,0:01:06,160,10,True,not_related_or_irrelevant,683,1389,False,0,0,2,410,0
503643256409030657,Sun Aug 24 20:41:24 +0000 2014,0:01:07,574,1809,False,injured_or_dead_people,30748,3655,False,2,0,1,0,0
503643261315985408,Sun Aug 24 20:41:25 +0000 2014,0:01:08,36820,33390,False,injured_or_dead_people,142857,3153,False,0,0,0,0,1
503643262541111296,Sun Aug 24 20:41:25 +0000 2014,0:01:08,605,462,False,other_useful_information,721,1988,False,1,0,5,12,0
503643263018872832,Sun Aug 24 20:41:25 +0000 2014,0:01:08,1601,6765,True,other_useful_information,8086,3331,True,0,4,1,4,0
503643274926518272,Sun Aug 24 20:41:28 +0000 2014,0:01:11,289,296,True,not_related_or_irrelevant,17573,2140,False,2,0,1,4542,0
503643275266228224,Sun Aug 24 20:41:28 +0000 2014,0:01:11,560,1064,True,other_useful_information,4362,2675,False,2,0,1,58,0
503643276499353600,Sun Aug 24 20:41:29 +0000 2014,0:01:12,1066,643,False,other_useful_information,7205,2295,False,0,0,2,4,0
503643276654559233,Sun Aug 24 20:41:29 +0000 2014,0:01:12,77,46,True,other_useful_information,4180,2360,False,1,0,1,3,0
503643278697189378,Sun Aug 24 20:41:29 +0000 2014,0:01:12,417,622,True,infrastructure_and_utilities_damage,36558,2074,False,2,0,1,29,1
503643279083061248,Sun Aug 24 20:41:29 +0000 2014,0:01:12,20,2372,False,infrastructure_and_utilities_damage,45120,1824,False,0,0,0,0,0
503643280400453633,Sun Aug 24 20:41:29 +0000 2014,0:01:12,2798,37179,False,infrastructure_and_utilities_damage,32595,3325,True,1,0,2,11,0
503643280475582464,Sun Aug 24 20:41:29 +0000 2014,0:01:12,3,59,True,injured_or_dead_people,992,2668,False,0,0,0,0,1
503643284174929920,Sun Aug 24 20:41:30 +0000 2014,0:01:13,427,570,True,infrastructure_and_utilities_damage,9945,3076,False,0,0,0,0,1
503643285572055042,Sun Aug 24 20:41:31 +0000 2014,0:01:14,617,52,True,not_related_or_irrelevant,121,3107,False,0,0,1,661,0
503643287706931201,Sun Aug 24 20:41:31 +0000 2014,0:01:14,58,31,True,caution_and_advice,130,3292,False,1,0,1,968,0
503643287954001920,Sun Aug 24 20:41:31 +0000 2014,0:01:14,212,75,True,other_useful_information,958,3795,False,1,0,1,0,1
503643288612913153,Sun Aug 24 20:41:31 +0000 2014,0:01:14,367,2314,False,infrastructure_and_utilities_damage,33533,2795,False,3,0,1,0,1
503643289317552128,Sun Aug 24 20:41:32 +0000 2014,0:01:15,1206,6091,True,infrastructure_and_utilities_damage,121523,3196,False,3,0,1,0,1
503643290307403776,Sun Aug 24 20:41:32 +0000 2014,0:01:15,145,524,False,other_useful_information,12836,1710,False,3,0,1,0,1
503643291150458880,Sun Aug 24 20:41:32 +0000 2014,0:01:15,539,2275,False,donation_needs_or_offers_or_volunteering_services,76889,2554,False,3,0,1,0,1
503643291167248384,Sun Aug 24 20:41:32 +0000 2014,0:01:15,15432,28245,True,other_useful_information,384389,3618,False,2,0,1,1,0
503643291758260224,Sun Aug 24 20:41:32 +0000 2014,0:01:15,1066,643,False,other_useful_information,7205,2295,False,0,0,1,8,0
503643291859292161,Sun Aug 24 20:41:32 +0000 2014,0:01:15,231,1257,False,other_useful_information,49043,2757,False,3,0,1,0,1
503643292505210880,Sun Aug 24 20:41:32 +0000 2014,0:01:15,307,976,False,other_useful_information,18868,2596,False,3,0,1,0,1
503643293176332289,Sun Aug 24 20:41:32 +0000 2014,0:01:15,708,2781,False,other_useful_information,34592,2763,False,3,0,1,1,1
503643293406609409,Sun Aug 24 20:41:33 +0000 2014,0:01:16,1481,3259,False,donation_needs_or_offers_or_volunteering_services,2761,3369,True,0,0,1,30,0
503643293880963072,Sun Aug 24 20:41:33 +0000 2014,0:01:16,333,1462,False,other_useful_information,38346,2137,False,3,0,1,0,1
503643294573006849,Sun Aug 24 20:41:33 +0000 2014,0:01:16,216,1356,False,injured_or_dead_people,40049,2198,False,3,0,1,0,1
503643295218958338,Sun Aug 24 20:41:33 +0000 2014,0:01:16,189,1389,False,caution_and_advice,27859,2152,False,3,0,1,0,1
503643296577880064,Sun Aug 24 20:41:33 +0000 2014,0:01:16,85,536,False,injured_or_dead_people,44854,1774,False,3,0,1,0,1
503643297685200896,Sun Aug 24 20:41:34 +0000 2014,0:01:17,283,3613,True,other_useful_information,41666,3311,False,3,0,1,0,1
503643298310148097,Sun Aug 24 20:41:34 +0000 2014,0:01:17,897,3979,False,other_useful_information,121063,3030,False,3,1,1,0,1
503643298657861632,Sun Aug 24 20:41:34 +0000 2014,0:01:17,1691,829,False,other_useful_information,28771,3366,False,0,0,0,0,0
503643298918334465,Sun Aug 24 20:41:34 +0000 2014,0:01:17,306,113,True,infrastructure_and_utilities_damage,881,2319,False,0,0,1,435,0
503643299329359872,Sun Aug 24 20:41:34 +0000 2014,0:01:17,186,482,False,other_useful_information,8978,1567,False,3,0,1,0,1
503643299996241920,Sun Aug 24 20:41:34 +0000 2014,0:01:17,98,327,False,other_useful_information,73017,2152,False,3,0,1,0,1
503643300877058049,Sun Aug 24 20:41:34 +0000 2014,0:01:17,588,2999,False,caution_and_advice,143663,2459,False,3,0,1,0,1
503643301535551490,Sun Aug 24 20:41:34 +0000 2014,0:01:17,420,1356,False,other_useful_information,36695,2234,False,3,0,1,0,1
503643302130753536,Sun Aug 24 20:41:35 +0000 2014,0:01:18,415,1009,True,other_useful_information,42941,2629,False,0,0,2,8,0
503643302147915777,Sun Aug 24 20:41:35 +0000 2014,0:01:18,280,852,False,infrastructure_and_utilities_damage,60720,2603,False,3,0,1,0,1
503643302915489795,Sun Aug 24 20:41:35 +0000 2014,0:01:18,445,2209,False,other_useful_information,151571,2962,False,3,0,1,0,1
503643303490109440,Sun Aug 24 20:41:35 +0000 2014,0:01:18,544,269,False,other_useful_information,107407,3180,False,0,0,1,37,0
503643304039575552,Sun Aug 24 20:41:35 +0000 2014,0:01:18,349,1796,False,other_useful_information,25486,2648,False,3,0,1,0,1
503643304790360065,Sun Aug 24 20:41:35 +0000 2014,0:01:18,302,2850,False,not_related_or_irrelevant,88768,2638,False,3,0,1,0,1
503643305352372224,Sun Aug 24 20:41:35 +0000 2014,0:01:18,563,12620,True,injured_or_dead_people,71816,2753,False,0,0,1,174,1
503643306291896320,Sun Aug 24 20:41:36 +0000 2014,0:01:19,737,3956,True,not_related_or_irrelevant,57417,3057,False,3,0,1,0,1
503643306971398144,Sun Aug 24 20:41:36 +0000 2014,0:01:19,610,8060,False,not_related_or_irrelevant,82471,3034,False,3,0,1,0,1
503643307071639552,Sun Aug 24 20:41:36 +0000 2014,0:01:19,656,2633,True,not_related_or_irrelevant,2294,2442,False,1,0,1,1,1
503643307684421632,Sun Aug 24 20:41:36 +0000 2014,0:01:19,259,1473,False,caution_and_advice,39067,2136,False,3,0,1,0,1
503643308460347392,Sun Aug 24 20:41:36 +0000 2014,0:01:19,428,2155,False,injured_or_dead_people,119522,2234,False,3,0,1,0,1
503643309190156288,Sun Aug 24 20:41:36 +0000 2014,0:01:19,676,6036,True,other_useful_information,219529,3111,False,3,0,1,0,1
503643309903183873,Sun Aug 24 20:41:36 +0000 2014,0:01:19,391,2962,False,infrastructure_and_utilities_damage,51799,2770,False,3,0,1,0,1
503643310557503488,Sun Aug 24 20:41:37 +0000 2014,0:01:20,1824,5595,True,other_useful_information,74352,3256,False,3,0,1,0,1
503643311337639936,Sun Aug 24 20:41:37 +0000 2014,0:01:20,579,3437,False,injured_or_dead_people,85502,2667,False,3,0,1,0,1
503643312063258625,Sun Aug 24 20:41:37 +0000 2014,0:01:20,316,1751,False,not_related_or_irrelevant,117302,2196,False,3,0,1,0,1
503643314424655872,Sun Aug 24 20:41:38 +0000 2014,0:01:21,543,732,True,other_useful_information,31667,2710,False,0,0,2,3,1
503643315548323840,Sun Aug 24 20:41:38 +0000 2014,0:01:21,175,60,False,not_related_or_irrelevant,64,1842,False,2,0,1,4542,0
