TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,isRetweet,Text
503643917884338176,Sun Aug 24 20:44:01 +0000 2014,1546,167,False,691328,1925,0,0,1,False,other_useful_information,0,0,OtherSite,False,Strongest Earthquake in 25 Years Hits Northern California http://t.co/k3bT1tUWuf
503644497948192768,Sun Aug 24 20:46:20 +0000 2014,1286,2438,True,177419,1526,0,1,1,False,infrastructure_and_utilities_damage,54,0,Client Web,True,RT @itvnews: Buildings 'severely damaged' and some 'uninhabitable' after California earthquake http://t.co/b8VCWlMEgg http://t.co/7RdIESkIcm
503644512636637185,Sun Aug 24 20:46:23 +0000 2014,94,274,True,11977,2680,0,1,1,False,other_useful_information,753,0,MobileApp,True,RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503644601396523008,Sun Aug 24 20:46:44 +0000 2014,69,99,False,2598,2978,0,1,1,False,injured_or_dead_people,237,0,MobileApp,True,"RT @YourAnonNews: Strong 6.1 Earthquake Rocks San Francisco Bay Area, Injures 87+, Significant Damage In Napa  http://t.co/ibSTSBU9BJ"
503644920843079680,Sun Aug 24 20:48:01 +0000 2014,12167,1471,False,40379,2813,0,1,1,False,infrastructure_and_utilities_damage,54,0,MobileApp,True,RT @itvnews: Buildings 'severely damaged' and some 'uninhabitable' after California earthquake http://t.co/b8VCWlMEgg http://t.co/7RdIESkIcm
503644988606259200,Sun Aug 24 20:48:17 +0000 2014,117,312,True,91,3359,0,1,1,False,other_useful_information,753,0,Tablet,True,RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503645075163717632,Sun Aug 24 20:48:37 +0000 2014,131567,15,True,48285,2663,0,1,1,False,other_useful_information,753,0,MobileApp,True,RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503645264503005184,Sun Aug 24 20:49:22 +0000 2014,12,0,False,18819,1669,0,0,1,False,injured_or_dead_people,0,0,Client Web,False,"Magnitude 6.1 Earthquake Strikes Napa Valley, At Least 120 Injured, Tens of Thousands Without Power  (http://t.co/6JecblhqBu)"
503645373379125248,Sun Aug 24 20:49:48 +0000 2014,13498,10161,False,43905,2567,0,1,1,False,missing_trapped_or_found_people,0,0,MobileApp,False,RT @nbcbayarea: Napa: Skaters find upside to quake damage. Video: http://t.co/vsKpdwYZWK (Pic: Jeremy Carroll) http://t.co/wcEqkR1RtW
503645436498833408,Sun Aug 24 20:50:04 +0000 2014,1051,2212,True,84318,1470,0,1,1,False,other_useful_information,46,0,MobileApp,True,RT @USATODAY: Sunday's California quake is the strongest non-Alaska temblor to hit the U.S. so far this year. http://t.co/pknspOgdxr
503645593088978944,Sun Aug 24 20:50:41 +0000 2014,707,177,True,400911,2100,0,0,0,False,injured_or_dead_people,0,0,Twitterfeed,False,"The Latest on Damaging Earthquake in California: The latest from AP reporters on scene after California earthquake causes damage, injuries"
503645593705529344,Sun Aug 24 20:50:41 +0000 2014,707,177,True,400911,2100,0,0,0,False,other_useful_information,0,0,Twitterfeed,False,Biggest Quake in 25 Years Spurs N. Calif. State of Emergency: Northern California was shaken awake this morning by its strongest eart...
