TweetID,Label,Text,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity,hasTime,hasCriminal,hasDuration,hasDate,hasOrganization,hasDeath,hasMoney,hasIdeology,hasNumber,hasReligion,hasPerson,hasSet
508332372069064704,missing_trapped_or_found_people,Floods trap thousands in Pakistan http://t.co/9kAZkEcdl9,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
508332375772647424,other_useful_information,Kashmir Floods: PM Modi Holds Emergency Meeting as Lakhs Still Await Help: With more than five lakh people sti... http://t.co/2zMSBlWx7R,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
508332384572694528,other_useful_information,RT @KlasraRauf: 48 MNA&amp;100 MPAs come 4m South Punjab but not a MP spoke about massive miseries of poor trapped in flood.They have sold theiâ€¦,punjab,None,None,None,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
508332396911923202,missing_trapped_or_found_people,Kashmir floods: Stranded Andhra students brought to Delhi: The NIT Srinagar is situated nearâ€¦ http://t.co/3temloPmxB,kashmir,None,None,srinagar,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
508332409847549953,other_useful_information,RT @Shaistajafri: Devastation caused by floods should also serve as a reminder to Pakistan to have a functional Local Government Systeâ€¦,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
508332410631487488,infrastructure_and_utilities_damage,VIDEO: Kashmir valley 'submerged after floods' http://t.co/WjqQKulnBo,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332411315167232,donation_needs_or_offers_or_volunteering_services,"RT @tterIndia: Dear @rupasubramanya PM Modi gave 1000 cr to Kashmir flood, was that public money or Jasodaben fixed depost :-) http://t.co/â€¦",kashmir,None,None,None,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
508332422765613056,other_useful_information,"RT @scroll_in: By harping on army's role in Kashmir floods, media is trying to whitewash decades of abuse http://t.co/EH1xzp86pJ",kashmir,None,None,None,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
508332439756754944,donation_needs_or_offers_or_volunteering_services,RT @OfficialMqm: KKF distributing relief goods among victims of flood in different districts of Punjab http://t.co/TbyIEw8AgQ MQM http:/â€¦,punjab,None,None,None,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
508332473583808512,donation_needs_or_offers_or_volunteering_services,Donate for Kashmir Floods... http://t.co/eD0DCWc9Q8,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332477140590592,displaced_people_and_evacuations,RT @SAMAATV: PakistanFloods affect more than one million  http://t.co/OzlQ6TKSgU http://t.co/V67Rep6FdZ,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
508332478226919424,missing_trapped_or_found_people,"RT @THEK0PITES: @JamesPearceEcho RT,2 missing stude in kashmir after hit by massive flood,the last contact was 6 sep,call+97339181519 http:â€¦",None,None,None,None,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
508332488599425024,missing_trapped_or_found_people,"ModiMinistry Pakistan Army rescues 22,000 trapped in floods http://t.co/YGoGghF2ld",None,None,None,None,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
508332489215979520,injured_or_dead_people,"India, Pakistan Floods Death Toll Reaches 400: Death toll from floods in India, Pakistan reaches 400 as authorities warn of more flooding",None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
508332502600015872,donation_needs_or_offers_or_volunteering_services,Pakistan Floods: Cabinet decides against appeal for foreign aid,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
508332506349711360,donation_needs_or_offers_or_volunteering_services,RT @DDNewsbreaking: People in flood affected areas of Poonch (J&amp;K) provided healthcare and relief material KashmirFloods http://t.co/n6LKTâ€¦,poonch,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332510950862848,sympathy_and_emotional_support,RT @biyaali57: Chants of â€˜Go Nawaz go!â€™ as PM NawazSharif Address to Flood Victims in Azad Kashmir.  http://t.co/D8WamjtEVy A must watch! â€¦,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
508332514180866048,missing_trapped_or_found_people,"RT @htTweets: Decoding floods in India: 32 million affected, Rs. 3,600 crore lost every year http://t.co/lFQmkKw4Px KashmirFloods http://tâ€¦",None,None,india,None,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
508332520103243776,donation_needs_or_offers_or_volunteering_services,Kashmir Floods: The Tireless Service of a Battalion And Its Boats http://t.co/rRZCxM3FmF,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332524200673281,injured_or_dead_people,"India, Pakistan floods death toll reaches 400: ISLAMABAD â€“ The death toll from floods in India and Pakistan ha... http://t.co/mbKRyc32JR",None,None,pakistan,None,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False
508332534464118784,donation_needs_or_offers_or_volunteering_services,RT @Shahid_Loverz: RT @sashahoture : @shahidkapoor is helping  the KashmirFlood victims but doesn't want it to be a promotional event! Weâ€¦,None,None,None,None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
508332538608111616,other_useful_information,RT @BreakingNewPak: Imran Khan to visit flood affected areas today http://t.co/ySjzxuz6ou Pakistan http://t.co/90JBatDY1D,None,None,pakistan,None,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
508332549643726848,other_useful_information,RT @Agha_Nabeel: CM Punjab is doing his utmost efforts to give relief to the people in the flood effected areas. http://t.co/Szm8UBBmDW,punjab,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332561332846593,missing_trapped_or_found_people,Fears for Londoners trapped in India and Pakistan flood http://t.co/hDvhqFACVj http://t.co/W4Nk7H1yCO,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
508332570501971968,injured_or_dead_people,"Jammu and Kashmir Flood: Nearly 150 Killed, PM Modi Calls it a â€˜National â€¦ â€“Â NDTV http://t.co/S4t4mZgAOX",kashmir,None,None,jammu,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False
508332572091613184,sympathy_and_emotional_support,"Kashmir Floods: To Srinagar... With Love From Switzerland: ""I knew these people who work as lifeguards in Lake... http://t.co/yYMGwMNsJu",kashmir,None,switzerland,srinagar,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
508332572988813312,donation_needs_or_offers_or_volunteering_services,"RT @major_amkhan: Proudly serving Pakistan! Satisfaction, while helping your countrymen at the time of need. Help the flood victims! http:/â€¦",None,None,pakistan,None,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False
508332579150254081,injured_or_dead_people,Jammu &amp; Kashmir is currently in the midst of fury of unprecedented  floods in fifty years which have already taken a toll of 160 dead .,kashmir,None,None,jammu,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False
508332593470005248,injured_or_dead_people,"Death toll climbs in India, Pakistan floods http://t.co/JuCL6sScCN PakistanFloods Kashmirfloods",None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
508332595268947969,other_useful_information,usa &gt;&gt; http://t.co/lNKSIzMkUL VIDEO: Chief defends Kashmir flood response http://t.co/tZkj0CxuYn usa &gt;&gt; http://t.co/lNKSIzMkUL,kashmir,None,usa,None,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
508332595566739456,other_useful_information,"""@faizanlakhani: PICTURES: aerial views of flood-hit areas in Multan. PakistanFloods PkFloods Pakistan Floods http://t.co/Ee9uvLN0nb""",None,None,pakistan,multan,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
508332607675695104,injured_or_dead_people,"Floating bodies, shallow graves in flood-hit Kashmir http://t.co/XY4UEXvvms",kashmir,None,None,None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
508332612855685120,missing_trapped_or_found_people,Kashmir's Top Cricketer Says He Was Trapped in Floods For 11 Days http://t.co/fqvKZJrXSp,kashmir,None,None,None,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
508332623928639488,missing_trapped_or_found_people,RT @BBCWorld: Tens of thousands still stranded in Indian-administered Kashmir after worst floods in half a century http://t.co/vGByXo0wi7,kashmir,None,None,None,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
508332632908652544,donation_needs_or_offers_or_volunteering_services,CHARITY FOR Kashmir and Indian Flood Disaster ! http://t.co/inwDWftlj7,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332642014478336,donation_needs_or_offers_or_volunteering_services,Kashmir Floods: Medical Camps in Srinagar to Check Water-Borne Diseases: The National Disaster Response Force ... http://t.co/Z6395likw5,None,None,None,srinagar,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
508332644598177792,other_useful_information,"RT @timesofindia: After Kashmir floods, construction on river beds under scanner http://t.co/mpepdKH1b8",kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332651527553024,displaced_people_and_evacuations,RT @NorthAndrew: Srinagar residents on makeshift bridge +10 days since flood KashmirFloods IndiaPakistanFloods @BBCWorld http://t.co/BmKOâ€¦,None,None,None,srinagar,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
508332653615927296,injured_or_dead_people,"News: Death Toll From Pakistan, India Floods Rises Above 300 - Voice of America http://t.co/5gn0YlBWNr",None,None,india,None,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
508332654383865856,other_useful_information,"@FarahL93 Not really because we've been suffering hella floods recently because of cunts India, my area in Kashmir hasn't been effected tho",kashmir,None,india,None,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
508332659085303808,sympathy_and_emotional_support,PAF HELICOPTERS PARTICPATE IN ONGOING RESCUE OPERATIONS IN FLOOD AFFECTED AREAS OF PUNJAB,None,None,None,None,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
508332660662337536,donation_needs_or_offers_or_volunteering_services,RT @KyaYaarKuchBi: Hindus r welcome in my home at Jammu rescued from Kashmir Floods.Muslims can fuck themselves.DM me if u need shelter.,kashmir,None,None,jammu,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
508332668878987264,other_useful_information,RT @etribune: (News) 2010 Flood report: Culprits promoted rather than punished http://t.co/iYyJwfxuZZ Pakistan http://t.co/htqJ2CtrhV,None,None,pakistan,None,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
508332676101984256,other_useful_information,RT @BilawalHouseKhi: On the instructions of @BBhuttoZardari President PPP Ulema Wing Punjab @Yousaf_Awan Visited flood affected villages  â€¦,None,None,None,None,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
508332686763515905,donation_needs_or_offers_or_volunteering_services,RT @EconomicTimes: KashmirFloods Army continues with intensive rescue operations in flood-hit J&amp;K.   SEE HERE: http://t.co/My9UmysVm7 httpâ€¦,None,None,None,None,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
508332715121201152,other_useful_information,RT @PakArmyChief: Look the way Pak jawan is holding the old person. So much to learn! PakArmy Flood Punjab Lahore  Sialkot http://t.coâ€¦,punjab,None,None,sialkot,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
508332732900859904,sympathy_and_emotional_support,RT @MRVChennai: It is tears of Kashmir Pundits ; not floods in J &amp; K,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332742879105025,displaced_people_and_evacuations,"RT @dna: Jammu and Kashmir: Indian Army rescues 11,000 people from floods, 100 columns deployed http://t.co/VgBy1yN2hd",kashmir,None,None,jammu,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
508332749929725952,other_useful_information,"RT @ScorpiusMaximus: Diyar Kashmiris u feeling happy that some of the Indian Army scum were also washed away in floods, keep wallowing in hâ€¦",None,None,None,None,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False
508332750038761473,other_useful_information,RT @JamilaHanan: Kashmir flood relief operation 'too slow'. People left to fend for themselves. http://t.co/WE7o4GYslX KashmirFloods httpâ€¦,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
508332752916078592,other_useful_information,"Over Rs 5,000 Crore Loss to J&amp;K Economy Due to Floods: Assocham: Devastating floods in Jammu and Kashmir have ... http://t.co/wMSoqzt53v",kashmir,None,None,jammu,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
508332776198639616,other_useful_information,@Abg_Kwsn7 PrkDR Kashmir militants suspend jihad to help flood efforts: An alliance of pro-Pakis... http://t.co/b4cdDZiILl @Pang5_Siber,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332788152811520,displaced_people_and_evacuations,RT @RadioPakistan: Over 90 thousand people rescued in flood hit areas of Multan  http://t.co/alteDtxyL2,None,None,None,multan,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
508332809295912960,other_useful_information,Delhi: PM @narendramodi leaves to review flood situation in Jammu and Kashmir http://t.co/dIzkPsggZU,kashmir,None,None,jammu,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
508332811359485953,donation_needs_or_offers_or_volunteering_services,ETN Centre assures all-out health care assistance to flood-hit Jammu and Kashmir: The Union Minister took a de... http://t.co/Hnv06gxsgD,kashmir,None,None,jammu,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
508332815310520320,other_useful_information,"RT @AnujGurwara: All those still abusing the Indian army.. When your arse is deep in flood waters, like in Uttarakhand and Kashmir, they'llâ€¦",kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
508332828396777472,other_useful_information,"RT @usaid_india: To read the press release on @USAID contribution to KashmirFlood DisasterRelief, go to http://t.co/emngicpGGb @USAIDAsiaâ€¦",None,None,None,None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
508332834327904258,other_useful_information,RT @KhalidUmar33: Floods Pakistan: Shocked to see NS' car being showered with rose petals by PMLN Durbari Chamchas while visiting Jalalpurâ€¦,None,ns,pakistan,None,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False
508332834508242944,donation_needs_or_offers_or_volunteering_services,RT @timesnow: Volunteers step up to help victims of the J&amp;K Floods KashmirFloods,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332840682270720,other_useful_information,Pakistan Rushes to Protect Cities From Floods: Pakistani troops on Thursday rushed to protect two major cities... http://t.co/INnthLQBMT,None,None,pakistan,None,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
508332862106771456,displaced_people_and_evacuations,JKLF chief Yasin Malik 'hijacks' rescue boat in flood-hit Jammu and Kashmir http://t.co/bUwN5G33C1,kashmir,None,None,jammu,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
508332869345751042,other_useful_information,"RT @SadifRafiq: Whilst flood victims are without food &amp; shelter &amp; even dying, nawaz sharif is posing for pictures! PakistanRejectsNawaz Gâ€¦",None,None,None,None,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
508332882595573760,other_useful_information,"Floods ravage Jammu &amp; Kashmir: Rescuers get shot in the arm, waters levels continue to recede http://t.co/mlx2YEregP",kashmir,None,None,jammu,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
508332886819631104,displaced_people_and_evacuations,"Over 1,84,000 People Rescued in Flood-Hit Jammu and Kashmir So Far: Government: More than 1,84,000 people have... http://t.co/qUGkSVv5em",kashmir,None,None,jammu,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
508332886995374080,other_useful_information,RT @faizanlakhani: Pictures explaining flood situation in Wazirabad. PakistanFloods Pakistan http://t.co/b0YYicedOR,None,None,pakistan,wazirabad,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
508332890338238465,donation_needs_or_offers_or_volunteering_services,"RT @ravi_saraogi: kashmirFlood RSS, the only organisation which came forward for Relief work in Kashmir. Where is article370 now? http://tâ€¦",kashmir,None,None,None,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
508332890518614016,donation_needs_or_offers_or_volunteering_services,Kindly help our brothers and sisters fe kashmir /pakistan @prasarbharati: J-K floods: Radio Kashmir starts operation http://t.co/r932NesGdx,None,None,pakistan,None,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
508332905035079680,other_useful_information,RT @kamaalrkhan: Flood coming in Kashmir. Sonam is doing films as heroine. Amit Shah is president of BJP. Sajid khan is director. Sab ulta â€¦,kashmir,None,None,None,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False
508332919249960960,other_useful_information,RT @theaerogram: Kashmirâ€™s epic floods link India and Pakistan in disaster: http://t.co/Osfn3KN0rh by @ishaantharoor via @washingtonpost,None,None,pakistan,None,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
508332927349161984,infrastructure_and_utilities_damage,RT @faizanmotani: 838 villages of Punjab affected from flash floods:,punjab,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
508332927935987712,not_related_or_irrelevant,RT @MRVChennai: It is tears of Kashmir Pundits ; not floods in J &amp; K,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332928817192960,sympathy_and_emotional_support,RT @DushtHindu: Lol great going! Check out the traitors crying https://t.co/3lnfbSfg8r kashmir flood,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332930700419072,other_useful_information,Why does Criminal C.M Punjab instead of offering his arrest in M-Block Case as committed visit flood affected areas with no relief work?,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
508332937461248000,other_useful_information,"Kashmir Floods: Defence forces' heroics expose separatists, 'intellectuals': The defence and security forces h... http://t.co/QsGV18eXFi",None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508332944432566272,other_useful_information,"Jammu and Kashmir Floods: 'I Had No Government', Omar Abdullah Tells NDTV http://t.co/UbuEfsqKzn http://t.co/riwYSM9x5x",kashmir,None,None,jammu,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
508332959385272320,other_useful_information,@ RT @RadioPakistan  PM visits flood-hit areas of Sialkot http://t.co/KiDyFhfJH3,None,None,None,sialkot,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
508332960421249024,injured_or_dead_people,Police in Indian Kashmir collect bodies floating in worst floods in years: NEW DELHI/ISLAMABAD (Reuters) - Aut... http://t.co/TWs443HDG9,kashmir,None,None,None,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
508332969032175617,injured_or_dead_people,"RT @OCHAAsiaPac: Thousands trapped in KashmirFloods, with at least 150 killed http://t.co/MhV5LiGagY http://t.co/NIycMX7BAr",None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
508332981232996354,infrastructure_and_utilities_damage,"RT @MirwaizKashmir: Nowgam,Kanihama struggling with flood furry Lalchowk,Abiguzar traders estimate loss around1000 crores KashmirFloods htâ€¦",None,None,None,None,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
508332983787335680,displaced_people_and_evacuations,"Jammu &amp; Kashmir floods: Rajnath Singh reviews situation, massive rescue â€¦ â€“ Times ofÂ India http://t.co/hHtfPtR17a",kashmir,None,india,jammu,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
508332997246844928,not_related_or_irrelevant,Gandu ye Bollywood channel ha chutiya @kashiflion: @Sabeen_Sab who cares what they say about each other..kashmir is drowned in floods n all,kashmir,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508333000745316352,donation_needs_or_offers_or_volunteering_services,RT @pdixit55: RT @kaushkrahul: Donate to @RSSorg &amp; allied organisations for Jammu &amp; Kashmir Flood Relief work! http://t.co/Wo4P4SPYPl,None,None,None,None,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
508333001688641536,injured_or_dead_people,"Pakistan, India Flood Death Toll Passes 200 http://t.co/m0K5XHnh3J",None,None,india,None,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
508333006973456384,displaced_people_and_evacuations,USAHeadlines Evacuation ordered as flood death toll rises in Pakistan and India http://t.co/nDJQWegDIO,None,None,india,None,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
508333027391717376,missing_trapped_or_found_people,"Himachal tourism to bloom due to floods in Kashmir Business Standard He said most tourists from West Bengal,... http://t.co/cO7vLgcNkP",bengal,None,None,None,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
508333031602798592,injured_or_dead_people,"California Toll from Pakistan, India floods rises over 230: i24news                         Publish... http://t.co/ZpNhm7DkIE colorado",None,colorado,india,None,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
508333038892097536,donation_needs_or_offers_or_volunteering_services,RT @AdityaDharFilms: Very IMP.Flood rescue and relief form. Please fill it with all the necessary details. https://t.co/lTAudKJaYM Kashmirâ€¦,None,None,None,None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
