TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,nRetweets,nLikes,Source,isRetweet,Text,InfoSource,InfoType,Informativeness,DeltaSeconds,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity,hasTime,hasCriminal,hasDuration,hasDate,hasOrganization,hasDeath,hasMoney,hasIdeology,hasNumber,hasReligion,hasPerson,hasSet
347905873420619776,Fri Jun 21 02:36:38 +0000 2013,48,142,False,875,2360,2,0,0,False,127,0,MobileApp,True,RT @SAITPolytechnic: We've opened residences to those evacuated due to #yycflood. If you need lodging visit an #ABemerg Response centre fir…,Business,Donations and volunteering,Related and informative,52273,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347907664409395200,Fri Jun 21 02:43:45 +0000 2013,8938,858,True,5395,3268,2,2,0,False,4,0,MobileApp,True,RT @sassystuff: RT @AHS_media: City of Calgary NOT under boil water order. #yyc #abflood,Government,Not applicable,Related and informative,52700,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347911137267953664,Fri Jun 21 02:57:33 +0000 2013,64,139,True,1244,2868,4,0,0,False,0,0,MobileApp,False,Tornado warning in #edmonton then flood in #calgary? #thethingsidealwith #staysafe,Eyewitness,Other Useful Information,Related - but not informative,53528,None,None,None,None,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
347912009691578368,Fri Jun 21 03:01:01 +0000 2013,40,151,False,63,3071,4,1,0,False,172,0,MobileApp,True,RT @ShaneKeller: #HighRiver Man swims after his cat Momo.. #abflood #yycflood #incredible http://t.co/5SRjMiEjVP,Eyewitness,Affected individuals,Related - but not informative,53736,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
347914475933941760,Fri Jun 21 03:10:49 +0000 2013,70,254,False,287,2488,1,1,1,False,59,0,MobileApp,True,RT @nenshi: The City of Calgary newsroom is also a good source for the latest releases about #yycflood http://t.co/wA29b1US4g,Government,Caution and advice,Related and informative,54324,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347914811511808001,Fri Jun 21 03:12:09 +0000 2013,24,84,False,30,1869,1,1,0,False,202,0,MobileApp,True,"RT @CalgaryPolice: Many communities having power and gas cut-off. You may not see #yycflood, but you’ll have no utilities either. Please ev…",Government,Infrastructure and utilities,Related and informative,54404,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347915021206036481,Fri Jun 21 03:12:59 +0000 2013,599,1247,False,4412,3359,2,1,1,False,0,0,Developer,False,This guy is telling it how it is! Hilarious. Be careful Calgary! Severe Thunderstorm Watch! http://t.co/BlAMOEdYrU via @youtube #flood #rain,Outsiders,Caution and advice,Related - but not informative,54454,None,None,None,None,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
347916199809658882,Fri Jun 21 03:17:40 +0000 2013,22,46,False,3153,1880,2,0,0,False,0,0,MobileApp,False,Now there's bad flooding in #Alberta? Oh no... Thinking of my Western neighbours tonight! #floods,Outsiders,Sympathy and support,Related and informative,54735,None,None,None,None,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
347916212405145600,Fri Jun 21 03:17:43 +0000 2013,162741,535,False,117021,3390,1,1,1,True,12,0,Tablet,True,RT @CalgaryPolice: Check here to see what areas of Montgomery must be evacuated: http://t.co/0p1PSfn001 #yycflood,Government,Caution and advice,Related and informative,54738,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347916707328831488,Fri Jun 21 03:19:41 +0000 2013,296,572,True,1302,3497,6,0,1,False,0,0,OtherSite,False,#Abflood #cochrane #hwy22 wow! #yyc #flood #ab https://t.co/kvpJ9sg5lJ,Eyewitness,Infrastructure and utilities,Related - but not informative,54856,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
347917680411553794,Fri Jun 21 03:23:33 +0000 2013,1287,2454,True,4107,2906,2,0,1,False,1,0,Client Web,False,"To everyone in southern #Alberta, stay safe and dry during this insane #flooding! For anyone in the affected areas, http://t.co/Z6Q5U9kKxI",Outsiders,Caution and advice,Related and informative,55088,None,None,None,None,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347918284366168065,Fri Jun 21 03:25:57 +0000 2013,116382,1777,True,179832,3500,0,0,1,True,1,0,TweetDeck,False,"Mandatory evacuations ordered in Calgary from flooding; 100,000 people may be affected http://t.co/MSnhzhpXdk",Government,Affected individuals,Related and informative,55232,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
347918506660073472,Fri Jun 21 03:26:50 +0000 2013,1413,531,True,44165,3121,3,1,1,False,8,0,MobileApp,True,RT @PaulaTrotter: I just can't believe it. Stay safe everyone. #yycflood #downtownyyc #abflood http://t.co/SbtZ0VuZ9N,Outsiders,Sympathy and support,Related - but not informative,55285,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347919739785449472,Fri Jun 21 03:31:44 +0000 2013,89,78,False,3223,2432,3,0,0,False,0,0,MobileApp,False,&lt;3 goes out to the folks in #Calgary. #abflood looks to be a bad one this time around. Hope the evacuees get out safe. #Canadianlove,Outsiders,Sympathy and support,Related and informative,55579,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
347920062780407811,Fri Jun 21 03:33:01 +0000 2013,58,282,True,1133,1930,3,2,0,False,52,0,Client Web,True,RT @weathernetwork: RT @margovisser BOW CRESCENT FLOODING!! View from Silver Springs hill. #yycflood #bowness #calgary http://t.co/cJiCjvkO…,Media,Infrastructure and utilities,Related and informative,55656,None,None,None,None,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
347921186816147459,Fri Jun 21 03:37:29 +0000 2013,9235,4855,False,106635,1975,2,2,1,False,12,0,TweetDeck,True,RT @TELUS: RT @CalgaryPolice: Please evacuate the following areas of #yyc: http://t.co/v8cVAGCLxb #yycflood Please RT,Government,Caution and advice,Related and informative,55924,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347921258152865793,Fri Jun 21 03:37:46 +0000 2013,944,1283,False,978,2003,2,1,1,False,27,0,Client Web,True,RT @GlobalCalgary: MAPS: Evacuated areas in the city of Calgary: http://t.co/4thr9fCXmc #YYC #yycfloods,Media,Affected individuals,Related and informative,55941,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347922013106606081,Fri Jun 21 03:40:46 +0000 2013,464,408,True,11728,3348,2,2,0,False,16,0,Client Web,True,RT @donnamct: RT @smbyyc: PLEASE NOTE - #SMBYYC #41 has been CANCELLED!  Up to 100K ppl affected by #yycflood - we need ppl to stay safe! P…,Outsiders,Affected individuals,Related and informative,56121,None,None,None,None,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
347922340274905089,Fri Jun 21 03:42:04 +0000 2013,226,878,True,4209,2486,2,2,1,False,243,0,MobileApp,True,RT @cityofcalgary: City of Calgary NOT under boil water order. @AHS_media #yyc  http://t.co/6IYE7cHc16 #yycflood,Government,Caution and advice,Related and informative,56199,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347922856157523970,Fri Jun 21 03:44:07 +0000 2013,19,165,True,78,2196,1,1,0,False,101,0,Tablet,True,"RT @JeffALewis: Peace bridge again, looking southwest #yycflood http://t.co/QKcjwURw3h",Eyewitness,Infrastructure and utilities,Related - but not informative,56322,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347927046279794688,Fri Jun 21 04:00:46 +0000 2013,352,650,True,2297,2528,1,1,0,False,7,0,Tablet,True,RT @MichelleRempel: Pictures are not worth the risk to your person or to our emergency responders. Avoid the river. #yycflood,Media,Caution and advice,Related and informative,57321,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347928778544128003,Fri Jun 21 04:07:39 +0000 2013,193,264,True,4513,2652,1,1,1,False,0,0,Tablet,False,“@GlobalEdmonton: Watch: Live stream of the Bow River: http://t.co/B3lLPh1ZbE #abflood”,Media,Other Useful Information,Related and informative,57734,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347928887579254787,Fri Jun 21 04:08:05 +0000 2013,78,284,True,590,3261,2,2,0,False,399,0,MobileApp,True,RT @CstShaw: Taking over the tweeting for @CalgaryPolice during #yycflood since we have reached the twitter limit on our main account. #yyc,Government,Other Useful Information,Related and informative,57760,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347931089580470272,Fri Jun 21 04:16:50 +0000 2013,276,583,True,11440,2686,1,1,0,False,34,0,MobileWeb,True,"RT @NavyBoy88: according to officials, Flooding in #yyc expected to reach 6 Ave, those not familiar with Calgary, that's roughly 1 km inlan…",Outsiders,Caution and advice,Related and informative,58285,None,None,None,None,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
347932788290379776,Fri Jun 21 04:23:35 +0000 2013,291,301,False,9597,3063,1,0,0,False,0,0,MobileApp,False,"Stay safe, Alberta. #ABflood",Outsiders,Sympathy and support,Related - but not informative,58690,None,None,None,None,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347933274821242881,Fri Jun 21 04:25:31 +0000 2013,2990,1863,False,4976,2033,2,1,0,False,444,0,MobileApp,True,RT @cityofcalgary: Please avoid downtown if you can tomorrow. There will be a number of road closures. #yycflood #yyc,Government,Caution and advice,Related and informative,58806,None,None,None,None,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
347934264676978688,Fri Jun 21 04:29:27 +0000 2013,368,700,False,13482,3177,2,1,0,False,564,0,Client Web,True,RT @nenshi: Please stay clear of downtown tomorrow (if you can). There will be a number of road closures. #yycflood #yyc,Government,Caution and advice,Related and informative,59042,None,None,None,None,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
347934679892099073,Fri Jun 21 04:31:06 +0000 2013,566,726,False,1849,2543,2,2,0,False,7,0,MobileApp,True,"RT @nicolerrabbit: @sandraklis: The river now! Getting dark and headin for higher ground now, everyone stay safe! #yyc #yycflood http://t.…",Eyewitness,Infrastructure and utilities,Related and informative,59141,None,None,None,None,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
347935749439619072,Fri Jun 21 04:35:21 +0000 2013,2881,1344,False,18888,3635,1,2,1,False,4,0,TweetDeck,True,RT @Daorcey: .@calgarytransit expecting service disruptions tomorrow http://t.co/NmNBVkT0MZ #yycflood,Business,Infrastructure and utilities,Related and informative,59396,None,None,None,None,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
347938937114869760,Fri Jun 21 04:48:01 +0000 2013,3636,3282,False,108248,3687,1,2,0,False,14,0,Client Web,True,"RT @theturner: Among other odd details of the #abflood, let’s remember it was the night @CalgaryPolice went to Twitter jail.",Government,Other Useful Information,Related - but not informative,60156,None,None,None,None,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
347942602932371456,Fri Jun 21 05:02:35 +0000 2013,595,506,True,6455,2552,0,1,0,False,183,0,MobileApp,True,RT @JoseCanseco: heart goes out to the flood victims in Alberta.  Praying for the rain to stop,Outsiders,Sympathy and support,Related - but not informative,61030,None,None,None,None,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
347942951063789568,Fri Jun 21 05:03:58 +0000 2013,954,1746,False,7130,2373,1,1,0,False,22,0,Tablet,True,RT @CalgaryPolice: And also evacuate this area of Bowness. #yycflood 2/2 http://t.co/hGZVoJaLJD,Government,Infrastructure and utilities,Related and informative,61113,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
347944733642981377,Fri Jun 21 05:11:03 +0000 2013,440,847,False,6585,2820,0,1,1,False,25,0,MobileApp,True,RT @downtowncalgary: Please be safe tonight and please work from home on Friday due to road closures w#yycflood http://t.co/G2eLGaAOgQ,Media,Infrastructure and utilities,Related and informative,61538,None,None,None,None,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
347945157301256194,Fri Jun 21 05:12:44 +0000 2013,178655,653,True,126850,3450,1,0,1,True,54,5,Client Web,False,"Good news from Okotoks, where the Sheep River appears to have peaked, waters receding: http://t.co/E79r5ZW110 #abflood",Outsiders,Infrastructure and utilities,Related and informative,61639,None,None,None,None,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347948810540036096,Fri Jun 21 05:27:15 +0000 2013,3366,333,True,6968,2654,1,1,0,False,2,1,Client Web,False,@Premier_Redford expected to be touring High River and area tomorrow. #ABflood,Government,Other Useful Information,Related and informative,62510,None,None,None,None,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
347949078967091201,Fri Jun 21 05:28:19 +0000 2013,33,107,False,828,2478,4,1,0,False,0,0,MobileApp,False,“@_Tosin: If any Hot Chicks in #Calgary Need lodging from #Flooding you can have my Bed I'll sleep on the Floor Tonight” #classy #pricesless,Outsiders,Donations and volunteering,Related - but not informative,62574,None,None,None,None,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
347950987362836480,Fri Jun 21 05:35:54 +0000 2013,1557,2017,True,8571,3385,3,1,0,False,1,0,UnofficialApps,True,RT @Daybreak_Dude: #dbn former host Russel Bowers joins the show to give us eyewitness account of #calgary flooding. #cbc,Media,Other Useful Information,Related and informative,63029,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
347952103056093184,Fri Jun 21 05:40:20 +0000 2013,1612,713,False,1873,3769,1,3,0,False,149,0,Client Web,True,RT @nenshi: Heads up! “@CstShaw: Taking over the tweeting for @CalgaryPolice during #yycflood - we reached the twitter limit on our main ac…,Government,Other Useful Information,Related and informative,63295,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347961057878351873,Fri Jun 21 06:15:55 +0000 2013,139,199,False,2183,2248,2,0,1,False,0,0,Instagram,False,"Thanks for making fun of us, Google. #jerks #yycflood http://t.co/aldZtV0KJA",Eyewitness,Other Useful Information,Related - but not informative,65430,None,None,None,None,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
347961531843084288,Fri Jun 21 06:17:48 +0000 2013,469,384,True,6719,2850,1,0,0,False,0,0,MobileApp,False,Pray for Alberta. #flood,Outsiders,Sympathy and support,Related - but not informative,65543,None,None,None,None,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
347962056114315264,Fri Jun 21 06:19:53 +0000 2013,4020,962,False,34667,3295,2,0,1,False,19,1,Tablet,False,Front page of http://t.co/IY2oAYnMRh lead story. Yikes. #yyc #yycflood,Media,Other Useful Information,Related and informative,65668,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347964547556052992,Fri Jun 21 06:29:47 +0000 2013,346,399,False,1800,2811,2,1,0,False,700,0,MobileApp,True,RT @cityofcalgary: Reminder: ALL CBE and Catholic School Board schools closed.Please RT and let the children know. #yyc #yycflood,Government,Infrastructure and utilities,Related and informative,66262,None,None,None,None,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
347964602077810688,Fri Jun 21 06:30:00 +0000 2013,939,340,True,63391,2338,1,1,0,False,1,0,MobileApp,True,RT @UnikornGirl: Shouldice Bridge is closed &amp; between 48 AV NW and Bearspaw Dam RD NW is closed #yycflood,Eyewitness,Infrastructure and utilities,Related and informative,66275,None,None,None,None,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
347965080232669184,Fri Jun 21 06:31:54 +0000 2013,299,737,True,8296,2477,0,1,0,False,749,0,MobileApp,True,"RT @cnnbrk: Mandatory evacuations in 20 communities in Alberta because of flooding; 100,000 could evacuate in Calgary. http://t.co/rcrPB3MC…",Media,Affected individuals,Related and informative,66389,None,None,None,None,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
